date,employee_title,location,employee_status,review_title,main_text,pros,cons,rating_overall,company_name
Mon Jun 22 2020 04:30:32 GMT+0900 (Korean Standard Time),,,Current Employee ,Rare to find an established and stable company with the excitement and energy of a startup!,I have been working at Zscaler full-time for less than a year,"Huge market potential spurred by digital transformation and recent WFH movements Investing heavily in broadening market reach, through acquisitions and aggressive sales hiring Well-established and stable company, but culture and energy level feel like an early-stage startup - very hard to find","Zscaler is still coming to terms with transitioning from a single product company to a multi-product company While having a start up mentality is great, be aware that certain elements of this could inhibit the ability to scale to $1B company","5.0
★★★★★",Zscaler
Sat Jul 04 2020 16:09:25 GMT+0900 (Korean Standard Time),,"San Jose, CA",Current Employee ,Company culture sucks,I have been working at Zscaler full-time for less than a year,"Decent pay, stock is doing well.",The culture in the tech teams suck. The teams are almost pitted against each other and there is a lot of finger pointing and deliberately trying to bring people down . Each Director needs to understand that all the teams work for Zscaler and finding faults is not a competition. Also any new ideas or suggestions are shut down fast.,"2.0
★★★★★",Zscaler
Thu Jun 18 2020 07:54:46 GMT+0900 (Korean Standard Time), Marketing,,Current Employee ,"Fast paced, innovative and talented",I have been working at Zscaler full-time for less than a year,"This company exudes talent. Surrounded by colleagues that challenge, but appreciate hard work. You'll also have the opportunity to work closely with the VP/CMO on projects. Collaboration and exposure to many different teams across the globe is very cool too. I would highly recommend if you have the opportunity to work with a company in a booming industry.","There are days with long hours, but they also allow flexible schedules (post-covid).","5.0
★★★★★",Zscaler
Wed Jul 01 2020 07:42:07 GMT+0900 (Korean Standard Time), Deployment Engineer,"Arlington, VA",Current Employee ,Great place!,I have been working at Zscaler full-time for less than a year,"Equity opportunities, fast growth, amazing tech. Still a small company",internal training is rough around the edges.,"4.0
★★★★★",Zscaler
Mon Jun 15 2020 10:49:42 GMT+0900 (Korean Standard Time), Technical Account Manager,,Current Employee ,Great technology and company,I have been working at Zscaler full-time,"Technology, People, Culture, and Compensation",Growing pain due to huge growth,"5.0
★★★★★",Zscaler
Tue Jun 09 2020 06:07:12 GMT+0900 (Korean Standard Time), Channel Sales Manager,"Austin, TX",Current Employee ,The place to be for the next 5-10 years!,I have been working at Zscaler full-time for less than a year,"Outstanding mgmt team, huge sales enablement team, and program; the whole company is sales driven and supportive of taking care of our clients",Standard growing pains of a hyper-growth SaaS company; no red flags,"5.0
★★★★★",Zscaler
Tue Jun 02 2020 04:53:41 GMT+0900 (Korean Standard Time), Regional Sales Manager,"Columbus, OH",Current Employee ,Living the Zscaler life,I have been working at Zscaler full-time for less than a year,"Great people, tremendous work environment and the disruptive technology",Nothing with the company or culture. Onboarding during the pandemic/quarantine was the only challenge thus far.,"5.0
★★★★★",Zscaler
Tue Jun 02 2020 06:19:58 GMT+0900 (Korean Standard Time), Deal Desk Analyst,"Findlay, OH",Current Employee ,Great Company Culture,I have been working at Zscaler full-time for less than a year,"Highly concerned about employee's well-being, work-life balance, and professional development",Nothing to report at this time,"5.0
★★★★★",Zscaler
Thu May 28 2020 07:12:41 GMT+0900 (Korean Standard Time), Machine Learning Engineer,"San Jose, CA",Current Employee ,Amazing place to work!,I have been working at Zscaler full-time for less than a year,For curious minds like me I would say this is the best place to work. One will get lots of opportunities to showcase their skills - both technical and soft skills. People here are from different backgrounds carrying PhDs and Masters Degree and are extremely passionate about the project they are working on. So I would rate it 5/5.,Nothing as I can think of.,"5.0
★★★★★",Zscaler
Wed May 13 2020 12:27:42 GMT+0900 (Korean Standard Time), Regional Sales Manager,"Minneapolis, MN",Current Employee ,Best of the Best,I have been working at Zscaler full-time for less than a year,World class leadership and enablement A product ideally suited for today's companies and employees Competitive compensation,"Some growing pains with many new staff, but quickly working through it.","5.0
★★★★★",Zscaler
Tue May 05 2020 10:01:06 GMT+0900 (Korean Standard Time), RSM,"San Francisco, CA",Current Employee ,Extraordinary Company,I have been working at Zscaler full-time for less than a year,"Amazing Technology. The secret sauce is in the architecture. Flawlessly engineered. Built for the times! Inspired and Inspiring Leadership and Management. Detailed Communication. Decisions are all data driven. Access to quality tools and automation that improves workforce productivity. Culture appeals to thoughtful, empathetic, and process driven personalities that embrace accountability.","Company is growing fast. Remains to be seen how the back office functions will keep up. The sales process is highly disciplined and might not be for everyone. Working at Zscaler is 'more than just a job', it's an experience. If you're looking for work/life balance, this might not be the best place.","5.0
★★★★★",Zscaler
Fri May 08 2020 11:51:00 GMT+0900 (Korean Standard Time), Regional Sales Manager,"Kalamazoo, MI",Current Employee ,Industry leading technology & Winning Culture,I have been working at Zscaler full-time for less than a year,"There is no place better to be in the industry. Leadership, Technology, Market Fit, Culture, etc are all A+++",I have not found a negative to the company in 3months of employment,"5.0
★★★★★",Zscaler
Tue May 05 2020 20:12:35 GMT+0900 (Korean Standard Time), Sales Manager,"Santa Clara, CA",Current Employee ,Great fit for those looking to kick their career into hypergrowth,I have been working at Zscaler full-time for less than a year,"Leadership actually leads from the front, even the CEO is out prospecting and doing customer meetings.","This is not a job for everyone. Extremely fast paced and challenging, but extremely rewarding. If you're up for a challenge and looking to raise your game, plus work for a top technology company in a rapidly growing TAM... then Z may be for you","5.0
★★★★★",Zscaler
Mon May 04 2020 06:46:57 GMT+0900 (Korean Standard Time)," Senior Channel Operations Manager, WW",,Current Employee ,A great place to work,I have been working at Zscaler full-time for less than a year,Great people and products. Fast-paced and a market leader.,Work-life balance can be difficult with the startup-like culture of Zscaler.,"5.0
★★★★★",Zscaler
Mon May 18 2020 11:15:03 GMT+0900 (Korean Standard Time), Transformation Analyst,,Current Employee ,Excellent working environment,I have been working at Zscaler full-time for less than a year,"Zscaler is an exciting company with a clear mission and a clear market need. While this public company is embracing a lot of big enterprise process, it still has a ""disruptor"" feel as it takes its cloud security message to a market that hasn't necessarily understood a better way of doing enterprise security. It's a refreshing place to work. Very smart people doing some pretty cool tech.",None right now that I can find.,"4.0
★★★★★",Zscaler
Mon May 18 2020 13:09:17 GMT+0900 (Korean Standard Time),,"San Jose, CA",Current Employee ,"Great co-workers, nice work env",I have been working at Zscaler full-time for less than a year,"Smart, helpful co-workers and everyone is willing to help any time",I have not seen any so far.,"4.0
★★★★★",Zscaler
Mon Apr 27 2020 09:03:45 GMT+0900 (Korean Standard Time)," Director, Channel Sales Management","Denver, CO",Current Employee ,New Culture of A-Players,I have been working at Zscaler full-time for less than a year,"- Unanticipated pandemic surged Zscaler demand and made the technology incredibly relevant and critical to businesses in today's environment. - The new culture created and fostered by Dali Rajic (CRO) and his former AppD team is that of a hungry and winning group of A-player talent with something to prove. - I've never worked with a team who has the ability to move so fast, so effectively. - Not only is the talent high, expectations are high, but the support to get you there is unwavering and abundant. - The structure provided to help get you started is established and growing. Very impressive enablement structure.","- A lot of change brings on a fair number of challenges. While all intended to lead us to great things, some are feel less than great while you're still trudging through it.","5.0
★★★★★",Zscaler
Thu Apr 23 2020 10:23:53 GMT+0900 (Korean Standard Time), Product Manager,"San Jose, CA",Current Employee ,A true leader in Cloud delivered Security,I have been working at Zscaler full-time for less than a year,Excellent leadership team with great vision and flawless execution made this company a true leader in the Cloud delivered security market. I am very fortunate to be part of this company.,I have not seen any cons so far,"5.0
★★★★★",Zscaler
Wed Apr 22 2020 14:40:35 GMT+0900 (Korean Standard Time), Software Engineer,"San Jose, CA",Current Employee ,Great place to work!,I have been working at Zscaler full-time for less than a year,"Solid leadership, product vision & roadmap. Amazing engineering culture. Awesome Indian food.",None for now that I can see.,"5.0
★★★★★",Zscaler
Mon Apr 20 2020 06:54:37 GMT+0900 (Korean Standard Time), Sales Engineer,"Washington, DC",Current Employee ,Best company to work,I have been working at Zscaler full-time for less than a year,Great people and great technology,No downside at this time.,"5.0
★★★★★",Zscaler
Mon Apr 20 2020 11:19:23 GMT+0900 (Korean Standard Time),,"San Jose, CA",Current Employee ,Great Hyper-Growth Enterprise Cybersecurity SaaS Company,I have been working at Zscaler full-time,"- Great executive management team that strives to listen to its employees - Well positioned to take advantage of the ongoing cloud transformation as companies moves from on-premises infrastructure to the cloud - Some nice traditions that are still observed, e.g. annual beach day, Holi and other cultural celebrations - Absence of politics for the most part, but something to monitor as the company expands rapidly - Excellent upper and middle management in most functional areas","- Lack of diversity in some departments - Average to mediocre benefits (401K matching, cellphone stipend, no cafeteria at HQ) - Lack of visibility and manager focus on career growth pathway - Sometimes management's message on customer satisfaction and operational excellence can come across as lack of employee empathy especially in light of the challenges created by COVID-19","5.0
★★★★★",Zscaler
Mon Apr 06 2020 06:53:48 GMT+0900 (Korean Standard Time), Channel & Partner Enablement Manager,,Current Employee ,"Great tech, great team, great leadership",I have been working at Zscaler full-time for less than a year,"Even though it's a publicly-traded company, it still feels very much like a start-up. The culture here is all about making sure we do what's best for the customer, working hard to achieve goals, coming up with creative ideas, and having fun with your teammates. The technology is great, it really works, and I'm happy to be part of this ride we're on. Reminds me a lot of another great tech company, back when its culture was strong and innovation was at its peak. I'm looking forward to seeing what the leadership has to bring in the coming months.","Sometimes it can feel a bit overwhelming with the number of projects and fast-paced nature of the deadlines, but that's to be expected when the company makes a strong shift towards a better direction. Not really a complaint, but more of an observation","5.0
★★★★★",Zscaler
Mon Apr 06 2020 07:00:52 GMT+0900 (Korean Standard Time), Regional Sales Manager,"Nashville, TN",Current Employee ,All 3 P's,I have been working at Zscaler full-time for less than a year,"Zscaler has all 3 P's - Product, People, and Process. The product just works and its allows customers to have a great balance of Security and Customer Experience. The people are always willing to help and leadership has a great vision. With our new leadership on the sales side we have a great process in place to maximize our efforts and to enable us to partner with our customers.",Nothing yet...happiest I am been as an employer,"5.0
★★★★★",Zscaler
Mon Apr 06 2020 08:10:19 GMT+0900 (Korean Standard Time), Sales Representative,"Dallas, TX",Current Employee ,"Great, growing company",I have been working at Zscaler full-time for less than a year,"Lots of opportunity, best-in-class solution, solid sales management team, strong corporate vision.","Very much in a transition phase! (But even that I see as a good thing, as there is lots of opportunity for growth/impact.)","5.0
★★★★★",Zscaler
Mon Apr 06 2020 10:57:38 GMT+0900 (Korean Standard Time),,"San Jose, CA",Current Employee ,Such a Great Space,I have been working at Zscaler full-time for more than 5 years,"Massive TAM, pioneer in cloud security, strong leadership team and the best people I have ever worked with. We are in such a great space with the continued convergence of cloud, mobility and security. No company is better positioned to take advantage of the shift in the cloud first world.","Adding a lot of employees, hiring new leaders, promoting people at pace. Al of the growth does create a much different feel to the company. It's not bad, but just different.","5.0
★★★★★",Zscaler
Mon Apr 06 2020 11:38:37 GMT+0900 (Korean Standard Time), Regional Sales Manager,"Chicago, IL",Current Employee ,Solid company with high focus on customer success,I have been working at Zscaler full-time for more than a year,"1. Everything is about customer success. 2. Problems we fix are big and hairy. 3. Exec team ""walk's the walk"". Not just hot air.",1. 100% focus on customer means it can get intense and hours long. 2. Growing fast so if a person doesn't have a track record of succesfull self-management then they can get overwhelmed.,"5.0
★★★★★",Zscaler
Mon Apr 06 2020 14:18:52 GMT+0900 (Korean Standard Time), Regional Sales Manager,"Los Angeles, CA",Current Employee ,Great place to work,I have been working at Zscaler full-time for less than a year,"I'm extremely proud to be part of a company that is relevant more than ever in a post-COVID world, enabling secure work from home models to keep our economy going. Our leadership has invested heavily in all the things we need to be successful: world-class enablement and sales tools, expanded partnerships and localized marketing. I wake up every day excited to be part of a hyper-growth company.","Zscaler is going through its own transformation internally, which allows everyone to contribute to new ideas and creative problem solving. We are growing fast so preserving culture and focus is critical.","5.0
★★★★★",Zscaler
Mon Apr 06 2020 10:11:47 GMT+0900 (Korean Standard Time), Sales Engineer,,Current Employee ,Exciting cloud security company,I have been working at Zscaler full-time for less than a year,"Amazing technology, great culture, fast-paced work environment. Everyone is supportive and wants to help you succeed.",No cons-work hard and you can be successful,"4.0
★★★★★",Zscaler
Tue Mar 24 2020 21:40:56 GMT+0900 (Korean Standard Time), Head of Marketing,"San Jose, CA",Former Employee ,High growth. Good people. Great product.,I worked at Zscaler full-time,"The market is coming to Zscaler as more enterprises shift to the cloud. Company is well positioned to take advantage. Great team of caring, smart people that I continue to be friends with. Exec leadership is top notch.",Hiring at a rapid clip. The challenge will be whether the culture can continue or will it get obliterated by new folks coming in.,"4.0
★★★★★",Zscaler
Wed Mar 04 2020 16:00:32 GMT+0900 (Korean Standard Time), Sales Operations Manager,"Dallas, TX",Current Employee ,Great Place to Work!,I have been working at Zscaler full-time for less than a year,The market is primed for what Zscaler has to offer and it's exciting to join a place that creates cutting-edge technology. Any company that is a disruptor is always exciting to be a part of especially when they are making the investment in top GTM talent and leadership. Everyone that works here is passionate about what they do and the excitement is contagious and pushes you to become better in your role every day.,None that I can think of.,"5.0
★★★★★",Zscaler
Tue Mar 31 2020 15:37:46 GMT+0900 (Korean Standard Time), Sales,,Former Employee ,"Horribly Culture, Misleading Marketing and Product Sales Strategy",I worked at Zscaler full-time for more than 3 years,"Base way was decently competitive, benefits were ok.","CEO is far too involved in everything and has no trust in any employees. Believes the product is so easy and sells itself that sales staff are treated like they don't matter. They keep hiring sales people and reducing territories, no one can make quota long term. Place is like a revolving door of people leaving or getting let go. A lot of misleading marketing about products. Culture is horrible, CEO's brother in law is in charge of your travel and will put you in a lousy hotel to save $5 or have you on flights with connections.","1.0
★★★★★",Zscaler
Mon Mar 09 2020 11:07:16 GMT+0900 (Korean Standard Time),,,Former Employee ,"Solid vision, still working on culture",I worked at Zscaler full-time for more than 10 years,Strong vision and positioned to be a technical market leader for the long term.,Culture is still evolving but not yet in-line with peers,"4.0
★★★★★",Zscaler
Wed Feb 26 2020 23:27:27 GMT+0900 (Korean Standard Time), Senior Program Manager,"San Jose, CA",Former Employee ,Growing pain,I worked at Zscaler full-time for more than a year,"Exciting technologies, inspiring CEO, good top-down communication","Departmental silos. Dismal, inexperienced middle management in some areas. Simple things (updating external web pages) involve months of cajoling and inter-departmental negotiations on deliverable timeline and processes. New hire 90-day check-up from HR consists of a 5-minute meeting because she knows that she cannot exert change anyway.","3.0
★★★★★",Zscaler
Tue Feb 18 2020 09:26:35 GMT+0900 (Korean Standard Time), Salesforce Developer,,Current Employee ,Great place to work,I have been working at Zscaler full-time for less than a year,"Good environment, fair hours/work expectations, good people",None so far! Still pretty new though,"5.0
★★★★★",Zscaler
Tue Feb 18 2020 13:17:48 GMT+0900 (Korean Standard Time), Technical Writer,"San Jose, CA",Current Employee ,Respectful work environment with knowledgeable and capable workforce.,I have been working at Zscaler full-time for less than a year,"Company culture cultivates respect between all teams and coworkers. Plentiful resources for furthering individual education and technical skills. Employee feedback on internal processes, perks, and amenities is taken seriously and considered thoughtfully. Zscaler works hard to set you up for success as an individual in your career as well as a team player in the Zscaler family.","There is still inner politics like at most tech companies. Sometimes work is stop-and-go when dependencies are in flux, which can make the workflow feel inconsistent.","5.0
★★★★★",Zscaler
Thu Feb 20 2020 14:28:00 GMT+0900 (Korean Standard Time), Sales,"Nowhere, OK",Former Employee ,Sales Roles are a Ticking Time Bomb,I worked at Zscaler full-time for more than a year,The chance to work with high end network and security technology that is truly disruptive and transformative.,"The management team tries to manage the small accounts and the large accounts to the same metrics and operational rhythms. 

Because you know - Fortune 100 buy exactly the same as a 100 person company. 

The solution is so difficult that ZScaler has built a hero cult of ‘closers.’ Most of the heroes show up and throw up the same slides and refuse to listen to the client. 

Marketing is so confused that they launch a new and totally different campaign every 2 weeks.","2.0
★★★★★",Zscaler
Wed Feb 05 2020 10:52:11 GMT+0900 (Korean Standard Time), Consultive Sales Associate,"Los Angeles, CA",Current Employee ,Excited to be a part of a true SaaS Security Company!,I have been working at Zscaler full-time for less than a year,"- Awesome technology - Great Leadership and Mentoring - Executive Team that comes to ""work"" each and every day - Awesome addressable marketing to be selling into",- Lots of players - Finding the proper landing process within new accounts,"5.0
★★★★★",Zscaler
Wed Jan 22 2020 08:00:52 GMT+0900 (Korean Standard Time), Sales Development Representative,"Raleigh, NC",Current Employee ,Great and Growing Tech Company,I have been working at Zscaler full-time for less than a year,"everything you need to be successful is provided, computer, multiple monitors to work from, paid travel for training, easy access to all levels of management which facilitates career growth.",the product can be hard to understand so you have to be ready to learn and ask a lot of questions,"5.0
★★★★★",Zscaler
Sun Jan 12 2020 22:01:17 GMT+0900 (Korean Standard Time), Technical Account Manager,"Lexington, KY",Current Employee ,Great People Focused Company with Open Communication,I have been working at Zscaler full-time for more than a year,"People focused with good autonomy of work. Open communication is encouraged, so it's easy to reach the right people to solve a problem. Tickets and good structure are preferred and trackable in most cases. However, collaborating and solving issues is best done directly without a ""chain of command.""","For those working remote like me it can be more isolating, but active communication by Slack, web meeting, and email helps bridge the office social gap. Working with a truly global team, it can be challenging with timezones and schedules sometimes.","5.0
★★★★★",Zscaler
Tue Jan 07 2020 08:35:09 GMT+0900 (Korean Standard Time), SDR,"Raleigh, NC",Current Employee ,Just glad to be here!,I have been working at Zscaler full-time for less than a year,"Company culture and environment, highly talented people across the company and a strong vision for the future. Great benefits and room to learn and grow into other roles","Hard work, results based, lots to learn","5.0
★★★★★",Zscaler
Tue Dec 31 2019 07:34:08 GMT+0900 (Korean Standard Time), Software Engineer,"San Jose, CA",Current Employee ,Very welcoming community,I have been working at Zscaler full-time for less than a year,- Co operative colleagues - Fun office events - Great work-life balance - No stringent working hours,Have not found any yet.,"5.0
★★★★★",Zscaler
Tue Jan 07 2020 11:55:53 GMT+0900 (Korean Standard Time), Software Engineer,"San Jose, CA",Current Employee ,Disruptive technology with great people,I have been working at Zscaler full-time for more than a year,Get to work with very talented engineers reshaping the security industry. Clear objectives from management Good work life balance Sensible management with a do more with less approach,stock price has been flat last few quarters,"4.0
★★★★★",Zscaler
Mon Dec 16 2019 05:22:51 GMT+0900 (Korean Standard Time), Regional Sales Manager,"Detroit, MI",Current Employee ,Amazing Company and Culture!,I have been working at Zscaler full-time for less than a year,"Zscaler is an amazing company with high energy employees. Everyone works hard, and works together for the future success. From Jay down to the individual contributors, we are all focused on the same mission.",None - just need to be ready to work hard and stay focused.,"5.0
★★★★★",Zscaler
Thu Jan 02 2020 09:03:30 GMT+0900 (Korean Standard Time), Director,,Current Employee ,Great company with great vision,I have been working at Zscaler full-time for less than a year,Good understanding on where the market is going and how to be prepared. Senior leaders have good communication with all levels,Salary and benefits are mainly focus in US but needs to improve on other countries according to the market.,"4.0
★★★★★",Zscaler
Wed Dec 11 2019 10:51:59 GMT+0900 (Korean Standard Time), Staff Software Engineer,"San Jose, CA",Current Employee ,Great Company and Great Work Culture,I have been working at Zscaler full-time for more than a year,This company is growing at a fast pace in one of the best technology segments. Work culture is great and there is very open communication between all the layers. Work-life balance is awesome. There is always something new to learn.,The stock price fluctuates a lot.,"5.0
★★★★★",Zscaler
Fri Dec 06 2019 12:00:48 GMT+0900 (Korean Standard Time), Director,"San Jose, CA",Current Employee ,"4+ years in, still being challenged to get better!",I have been working at Zscaler full-time for more than 3 years,"This company continues to grow and continues to invest in getting better. New leadership is top notch and the focus is on growing revenue and customer bases without sacrificing the culture. I cannot think of a time in my career where I have been surrounded by people willing to do their own job + more. Fast paced, reward for risk, and ok with failure as long as you are willing to learn. Humbled to be leading a team where my directs are often better than I am on the job. This company has not lost its passion for leading edge tech, taking care of customers, and constantly educating everyone in how to dominate a marketplace. Right time, right leadership, disruptive tech, and unlimited growth opportunities if you can handle them.","Expectations are high and the pace is frenetic; still run like a start-up. You must be agile, able to take criticism, and comfortable working within a bit of ambiguity at times. This company expects you to take an idea or role and run it as if it were your own company. Not for the weak and the pace does not let up. If you need to be told what to do, this might not be the place for you.","5.0
★★★★★",Zscaler
Fri Dec 06 2019 12:28:05 GMT+0900 (Korean Standard Time), Recruiter,"Detroit, MI",Current Employee ,Why I love Zscaler,I have been working at Zscaler full-time for more than 3 years,"Culture is great, feels like family. Commitment to our employees, to our customers and our partners. Fun being part of a high growth, high performance organization building best in class technology",None at this time,"5.0
★★★★★",Zscaler
Fri Dec 06 2019 12:40:12 GMT+0900 (Korean Standard Time), Senior Sales Recruiter,,Current Employee ,Securing Your Cloud Transformation,I have been working at Zscaler full-time for more than 3 years,"The company culture, people and vision are exceptional. Amazing technology and customers who rave about the value that we deliver are only a few reasons to take a good look at Zscaler when looking to elevate your career","None that I can think of as long as you like being challenged and working in a fast paced, high growth company","5.0
★★★★★",Zscaler
Fri Dec 06 2019 14:47:23 GMT+0900 (Korean Standard Time), People & Culture,,Current Employee ,Just keeps getting better,I have been working at Zscaler full-time for more than 3 years,"I joined the company pre-IPO when there was massive excitement and potential. I have to say not much has changed 3 years later. Back then, there were predictions - global and domestic growth, revenue projections, product and market demand, etc. ....and they've all been fulfilled. Today's Zscaler is proven and solid. We're 100% obsessed with customer satisfaction and that seems to guide all or most of the decisions within the company, as far as I can see.","Honestly, none that I can think to mention.","5.0
★★★★★",Zscaler
Wed Dec 04 2019 22:45:08 GMT+0900 (Korean Standard Time), Senior Director,"San Jose, CA",Current Employee ,Still Great,I have been working at Zscaler full-time for more than 3 years,"Been at Zscaler for 4 years and have not regretted the move. This is turning out to be one of the top 2 places I've ever worked. The employees are what make it a fantastic experience. You go home and feel good about not only what you accomplished, but how you accomplished the job. It's still very much a start-up mentality with little to no politics, just good people focused on doing a great job without a lot of ego. However you want to measure success Zscaler has it - products, revenue, growth, disruptive technology, great place to work certification, and the list goes on.","I've read the negative reviews on here and honestly, I have not had the same experience. Sometimes makes me wonder if we work at the same company. Zscaler is what you make of it and certainly isn't for everyone. The pace is really fast and expectations are incredibly high. You have to be able to thrive (not just cope) in a founder led environment without a guidebook to tell you what to do all the time. Most of the cons I've experienced are growth related - having the tools and resources you need can be a challenge.","5.0
★★★★★",Zscaler
Wed Dec 04 2019 09:10:01 GMT+0900 (Korean Standard Time), Senior Sales Sourcer,"Denver, CO",Current Employee ,Great place to be!,I have been working at Zscaler full-time for less than a year,The people are hands down one of the greatest assets to Zscaler and I have been impressed by everyone I have had the chance to work with. The company really values it's employees and you have the chance to be part of something really exciting happening here. Tons of growth and excitement around where we are at in the marketplace and what the opportunity is ahead of us to take over more market share.,"At this point I don't have any major cons. Zscaler moves fast and there are tons of moving parts so if you are not ready to be agile and adjust, this probably wouldn't be a great match.","5.0
★★★★★",Zscaler
Wed Dec 04 2019 10:45:35 GMT+0900 (Korean Standard Time), Sales Development Representative,"Raleigh, NC",Current Employee ,Great Company Culture that Continues to Grow,I have been working at Zscaler full-time for less than a year,"Growth Potential, Positive Company Culture, Growing Industry, Breakthrough Technology",There have been no cons for me so far,"5.0
★★★★★",Zscaler
Tue Dec 03 2019 07:46:18 GMT+0900 (Korean Standard Time), Project Coordinator,"San Jose, CA",Current Employee ,Growing company with great technology,I have been working at Zscaler full-time for more than a year,"They hire some very talented and hardworking individuals. Really great technology. In just 1 year of working here, I have learned so much and feel that I have grown in my career path. I would recommend this company to anyone who wants to be part of a hardworking and friendly environment.",Minor growing pains that are expected with a growing company,"5.0
★★★★★",Zscaler
Tue Nov 05 2019 13:03:48 GMT+0900 (Korean Standard Time), Corporate Events Manager,"San Jose, CA",Current Employee ,Zscaler Company Review,I have been working at Zscaler full-time for less than a year,1) The people I work with a truly awesome people and make me laugh everyday. 2) We get free lunch every Thursday 3) The front office staff always puts on great events 4) Great stock options and employee benefits,I wish we had unlimited PTO.... As an employee your constantly stressing about not having enough and what that causes to happen is not taking the vacation you need to reset,"5.0
★★★★★",Zscaler
