date,employee_title,location,employee_status,review_title,main_text,pros,cons,rating_overall,company_name
Fri Apr 24 2020 14:56:54 GMT+0900 (Korean Standard Time), Software Engineer,"San Francisco, CA",Current Employee ,I enjoy it here,I have been working at AppDynamics full-time for less than a year,"Perks, culture, coworkers, food, pay",not much to complain about,"5.0
★★★★★",AppDynamics
Mon Apr 20 2020 16:23:46 GMT+0900 (Korean Standard Time), Chief of Staff,"San Francisco, CA",Current Employee ,"Great people, great culture",I have been working at AppDynamics full-time for more than 5 years,"The people I work with are smart, energized, genuinely good human beings - people who care about each other, the company and customers. I have worked at this company awhile and have made lifelong friends. There is a relatively new leadership team, and having worked with many of them for years, I am super excited about the future - most of them were promoted from the trenches and therefore actually know what the state of the business is, where the problems are and how to fix them. Leaders heavily support internal/lateral transfers. There is a lot of emphasis on empowering teams - leadership working with the teams to establish the desired outcomes for the company and then trusting their teams to figure out how to get there, what activities and deliverables are required.","While we're allowed to run relatively autonomously from Cisco, there have been the occasional friction points, but with Covid19, we are now really reaping the benefits of working for a large company like Cisco - deeply experienced leaders who have been through economic downturns multiple times and who are focusing on how to help communities and employees, having enough cash (tens of billions of dollars) to call a total hiatus on layoffs, having an entire team dedicated not only to disasters but specifically pandemics, continuing to hire, etc.","5.0
★★★★★",AppDynamics
Mon Apr 20 2020 22:20:18 GMT+0900 (Korean Standard Time), Account Manager,,Current Employee ,Great place,I have been working at AppDynamics full-time,Great team and work atmosphere,Still merging with Cisco do alignment is sometimes tough,"5.0
★★★★★",AppDynamics
Fri Apr 17 2020 10:36:10 GMT+0900 (Korean Standard Time),,"San Francisco, CA",Current Employee ,Living our Values,I have been working at AppDynamics full-time for more than a year,"The people are the main reason I love working at AppDynamics. We are a values driven company and with the Covid 19 situation, that has been put to the test and proven to be true. Employees are being supported and we are finding ways to not only get work done in new ways, but have fun along the way. We know we are #BetterTogether.","There has been a lot of changes and ambiguity. If you are not comfortable with this type of environment, this is not the place for you.","5.0
★★★★★",AppDynamics
Tue Apr 14 2020 11:09:57 GMT+0900 (Korean Standard Time), Marketing Director,"San Francisco, CA",Current Employee ,Best Place to Work - EVER!,I have been working at AppDynamics full-time for less than a year,"Amazing culture. Upper management transparency. Opportunity for growth. Kind, nice and smart people. Start-up energy but a sold infrastructure in place with the backing of Cisco. Best Place I have ever worked.",Can't think of a single one,"5.0
★★★★★",AppDynamics
Fri Apr 10 2020 09:17:14 GMT+0900 (Korean Standard Time), Enterprise Renewal Account Manager,"Richardson, TX",Current Employee ,Great Place and Even Better People,I have been working at AppDynamics full-time for more than a year,"AppDynamics is a place that lets you do what you need to do to get the job done. Managers are willing to work with and are extremely flexible to make sure you are successful. The company itself is great with a wonderful and caring culture, but the people is what makes it stand out. Recently there has been a changing of the guard and that change has been nothing but positive. In my time here the company and people keep getting better and better.",I feel like there is a disconnect from the leadership at HQ and the rest of the offices especially the Dallas office. Often times I feel like we are not on the same page as HQ.,"5.0
★★★★★",AppDynamics
Tue Apr 07 2020 07:25:45 GMT+0900 (Korean Standard Time), Delivery Manager,,Current Employee ,Startup culture under the stable umbrella of tech giant Cisco,I have been working at AppDynamics full-time for more than 3 years,"Great culture and people, very competitive compensation packages in professional services.",Seems to be inconsistent review cycles,"5.0
★★★★★",AppDynamics
Wed Apr 01 2020 09:52:52 GMT+0900 (Korean Standard Time), Director,,Current Employee ,Great place for people who bring impacts and grow,I have been working at AppDynamics full-time,"Thoughtful leadership team. People are empathic and embrace different value and perspectives. I have a lot of opportunities to challenge myself, try new things, and take risks. As a result, I am learning and growing professionally while bringing impacts to the business and our customers.",Nothing specific for this company.,"5.0
★★★★★",AppDynamics
Mon Mar 30 2020 15:43:39 GMT+0900 (Korean Standard Time), Manager,"San Francisco, CA",Current Employee ,"Great company, within a great family",I have been working at AppDynamics full-time for more than a year,"Great customers who generally love the product Best in class solution that addresses a real market need Great culture - employees are treated well and with respect Being part of Cisco brings a lot of value - training, education, investment in employees, personal development","Can't really think of anything right now, maybe we could be a bit faster with product releases/innovation?","5.0
★★★★★",AppDynamics
Fri Mar 27 2020 08:02:25 GMT+0900 (Korean Standard Time), Sales Engineering Manager,,Current Employee ,Surrounding yourself with AWESOME,I have been working at AppDynamics full-time for more than 5 years,"I joined AppD when it was a rocket ship ~5 years ago and have experienced the great and the challenged here. The great has far outweighed our challenges and much of that is because of the people. Quite simply, good people come and go, but a quality company like AppD(and Cisco) tends to attract some of the best. This means that you're very infrequently the ""smartest"" person in the room and there is incredible opportunity for growth personally and professionally. There are very few days that go by where I am not learning something new or watching people blossom here. That just does not happen at every job and it's something I appreciate greatly! Additionally, while the people are great and one of the reasons I've stuck around, I'm still here mainly because the software works. On the sales side, I've listened to stories of and experienced working for companies that had subpar offerings. They are hard to believe in and it's really hard to sell when you don't believe in the core component of your job. On a weekly basis, I get to see us solve business critical problems that our competition just can't. Trust me when I say that drives you to get the message out and help your customers. Finally, the acquisition by Cisco has worked out very well. They have a very people first approach across the board which is great (especially during the interesting times with COVID19). I glad to be working for a company that has an appreciation for their talent.","You will work, a lot. That is true of any job that has a rewarding experience, but you will be challenged in ways you have not been before. If you don't want that, it may not be the right job for you.","5.0
★★★★★",AppDynamics
Fri Mar 27 2020 13:55:53 GMT+0900 (Korean Standard Time), Technical Leader,,Current Employee ,Incredibly rewarding and supportive company,I have been working at AppDynamics full-time for more than 3 years,"Working at AppDynamics has provided me with many great growth opportunities, access to an unbelievable level of organizational support, and a truly unique (and amazing) culture. Our benefits package is out of this world, and you don't just hear that the company truly cares about you as an individual, you feel it.","We are now part of Cisco. Some (those who generally don't like working for larger orgs) see this as a con. Personally though, I've found this to be yet another pro. The opportunity that being part of the Cisco family has provided to our business and to us as individuals is truly amazing.","5.0
★★★★★",AppDynamics
Thu Mar 26 2020 09:19:29 GMT+0900 (Korean Standard Time), Renewal Manager,,Current Employee ,Great place with amazing people!,I have been working at AppDynamics full-time for more than 3 years,I've been with AppD for over 3 years and have loved the development and growth I've seen here. The people are incredible and you are challenged to grow all the time. I've had 4 roles in 3.5 years and continue to take on new challenges and learning experiences. Our leadership team has really made the company a great place to work!,"Not a lot... some teams experience a lack of work/life balance, but a lot of that is subject to individual teams and implementing your own priority in that regard.","5.0
★★★★★",AppDynamics
Sun Apr 26 2020 14:14:04 GMT+0900 (Korean Standard Time), Account Manager,,Former Employee ,Worst place I ever worked,I worked at AppDynamics full-time for more than a year,I don't have anything nice to say.,"Immature management, poor culture, no diversity","1.0
★★★★★",AppDynamics
Tue Mar 24 2020 07:46:16 GMT+0900 (Korean Standard Time), Sales Engineering Manager,"New York, NY",Current Employee ,One Of Those Amazing Companies That Few Get The Privilege To Work At,I have been working at AppDynamics full-time for more than 5 years,"Incredibly talented people who push you to be better every day, supportive leadership that guides their people, products that dominate the market, great strategic direction and the backing of Cisco to achieve that vision. During times like these, who wouldn't want to be at a company with a $46B run rate business behind you and billions of dollars of cash in the bank?",AppDynamics is a place where you can burn yourself out. Be sure to set your pace and stick to it as there is a tremendous amount of opportunity and chasing it all can drive you into the ground if you let it.,"5.0
★★★★★",AppDynamics
Thu Mar 19 2020 10:26:37 GMT+0900 (Korean Standard Time),,,Current Employee ,Great company that truly cares about employees,I have been working at AppDynamics full-time,AppDynamics puts their employees first in all regards. The benefits are great and they are very family oriented. The work culture is excellent. They push employees to excel while still maintaining an appropriate work life balance. The recruiting process was also phenomenal.,none that i can think of,"5.0
★★★★★",AppDynamics
Thu Mar 19 2020 10:42:21 GMT+0900 (Korean Standard Time), Senior Sales Engineer,"Richardson, TX",Current Employee ,Best Company I ever worked for hands down,I have been working at AppDynamics full-time for more than a year,"Culture. Leaders genuinely put the team and team members before themselves. It instills a desire for the team to succeed. Have ability to learn lots of emerging technology. Team is taken care of in terms of frequent meals, snacks, happy hours and events.",It can at times feel like your swimming upstream trying to learn so much so quickly.,"5.0
★★★★★",AppDynamics
Wed Mar 18 2020 06:43:24 GMT+0900 (Korean Standard Time), Commercial Sales Representative,"Richardson, TX",Current Employee ,"Care, Transparency, Values, and Growth",I have been working at AppDynamics full-time for more than 3 years,"-AppDynamics provides you every opportunity to grow personally, professionally, and financially. -Ties the start-up culture with the world-class benefits of Cisco. -The office offers catered meals 3x a week, snacks and drinks, and onsite massage.",-There have been some growing pains as the teams get integrated into the Cisco organization but those are coming to a close.,"5.0
★★★★★",AppDynamics
Wed Mar 18 2020 07:09:50 GMT+0900 (Korean Standard Time),,"Dallas, TX",Current Employee ,AWESOME AWESOME AWESOME,I have been working at AppDynamics full-time for less than a year,"Incredible culture, Incredible people, Incredible opportunities!",Sometimes we run out of bagels,"5.0
★★★★★",AppDynamics
Wed Mar 18 2020 09:52:58 GMT+0900 (Korean Standard Time), Sales Engineer,"Richardson, TX",Current Employee ,Best Decision of My Life,I have been working at AppDynamics full-time for more than a year,"Coming to AppD has been the best decision of my life. Having the backing of Cisco but the startup vibe of AppD has created an amazing workplace! The product is truly amazing and solves really big problems for businesses. Getting to be surrounded by so much raw talent, a great product and fun customers is a privilege.",Typical with sales but turnover with the account managers can be frustrating as an SE.,"5.0
★★★★★",AppDynamics
Wed Mar 18 2020 12:27:00 GMT+0900 (Korean Standard Time), Renewal Specialist,"Dallas, TX",Current Employee ,Company that really cares about their employees!,I have been working at AppDynamics full-time for more than 5 years,"Great Culture Collaboration between your own team and cross-teams Support from teams and management Opportunity- always opportunity and room for growth if you work hard Benefits- big company benefits with Cisco Office perks- Free food, massages, WFH once a week, pets in the office",Sometimes hard to balance work/life Always expect change (not necessarily a bad thing) We're still figuring out how we'll be operating within Cisco,"5.0
★★★★★",AppDynamics
Tue Mar 17 2020 09:54:45 GMT+0900 (Korean Standard Time), Territory Account Manager,"Richardson, TX",Current Employee ,Great place to work and grow!,I have been working at AppDynamics full-time for more than 3 years,All around amazing place to work! - Management: Cares about your success and jumps in the trenches with you. No micro-managing either. - Pay: Very competitive and very rewarding for making sales. Good multipliers too - Benefits: Great benefits and office. Snacks and drinks are always stocked. We get a 20 min massage every week which is life-changing as well - Culture: Amazing family culture. Everyone gets along really well and a lot of thought has gone into making every feel included and heard. - Growth path: I have been promoted 3 times in the course of 3.5 years. You are very rewarded for working hard and getting results.,Training is done mostly through shadowing and there is not a very set course on what you should be learning. I like this way of training but it may not be for some.,"5.0
★★★★★",AppDynamics
Tue Mar 17 2020 11:51:38 GMT+0900 (Korean Standard Time), Program Manager,"San Francisco, CA",Current Employee ,Great company transitioning into new exciting phase,I have been working at AppDynamics full-time for more than a year,Leadership has changed in the past year and the new exec team is focused on the next phase of life for AppD and APM. It's an exciting time to be at the company and to be able to help define and put into practice those changes. We're also changing how we get work done. Focusing on creating unified vision and roadmap that teams are able to execute against.,"Change doesn't come without its share of difficulties. But, teams are open to feedback, changing processes that don't work, and re-evaluating why we're doing things the way we are.","5.0
★★★★★",AppDynamics
Tue Mar 17 2020 12:54:54 GMT+0900 (Korean Standard Time), Account Executive,"Richardson, TX",Current Employee ,Amazing Culture & Perks,I have been working at AppDynamics full-time for more than 3 years,Amazing culture built by incredible leaders Quality and partnership of Cisco with the autonomy to succeed solely as AppDynamics Catered lunches each week 30-minute massage each week Incredible snack room Open workspace with a huge focus on collaboration,Some folks do not like open workspaces Commute can be long if you are living near downtown Dallas,"5.0
★★★★★",AppDynamics
Tue Mar 17 2020 13:20:05 GMT+0900 (Korean Standard Time), Sales Engineer,"Richardson, TX",Current Employee ,Change is good! Truly lucky to have a career here.,I have been working at AppDynamics full-time for more than a year,"The company is changing! Yes, this is a good thing, don't let the 5+ year employees stuck in their way dissuade you. Change is good, change brings opportunity - both for individual contributors and the company as a whole. AppDynamics is consistently breaking records, growing revenue, and outperforming the competition. The product has evolved far past ""pure APM"" and provides true value at both the IT and business level. -Accelerated career growth -Benefits: weekly massage, snacks/drinks, multiple catered meals, Cisco stock program, 401k match, health benefits, legal benefits, free therapy, etc. -Ability to run your own business and think like an entrepreneur, all ideas are considered -Cisco rated #1 place to work -Cisco ownership - all of the perks, none of the cons. Cisco stays hands-off AppD's culture, but provides tons of financial resources for R&D, headcount, etc. -Cisco's vision for the future is increasingly based upon AppD's successes and culture -Work/life balance is highly encouraged -Fantastic teams to be apart of, highly collaborative, intelligent people","Have to abide by Cisco's annual evaluation/raise cycle, maximum raise percentage cap, promotions and raises aren't quite as easy or frequent to come by as when AppD was its own company. Pay is competitive but arguably has room to grow - lots of reps have left to competitors or similar companies in the space to make more money, but that's typical in the sales world.","5.0
★★★★★",AppDynamics
Tue Mar 17 2020 15:05:15 GMT+0900 (Korean Standard Time), BDR,"Richardson, TX",Current Employee ,Innovating SaaS Company with HUGE upside with Cisco backing,I have been working at AppDynamics full-time for less than a year,"Room for growth, championship level sales process, collaboration at its finest, work/life balance.",Turnover rate (depending on how you look at it),"5.0
★★★★★",AppDynamics
Mon Mar 30 2020 06:45:51 GMT+0900 (Korean Standard Time),,,Current Employee ,Great Culture but...,I have been working at AppDynamics full-time,The culture at AppD is great! Everyone is kind and they really do promote collaboration!,"Career Growth here is possible, but it will be hard. Company is slowing down on internal promotions, but hiring a lot.","4.0
★★★★★",AppDynamics
Mon Mar 02 2020 11:56:32 GMT+0900 (Korean Standard Time), Senior Sales Engineer,"San Francisco, CA",Current Employee ,Great company to work for.,I have been working at AppDynamics full-time for more than 3 years,Great company with a renewed investment from Cisco,none that I can think of.,"5.0
★★★★★",AppDynamics
Fri Feb 14 2020 00:25:22 GMT+0900 (Korean Standard Time), Sales Representative,"San Francisco, CA",Current Employee ,Changed my career for the best,I have been working at AppDynamics full-time for more than 3 years,Truly took my skills to the next level.,"Not really a con, but be prepared to put the work in","5.0
★★★★★",AppDynamics
Mon Feb 10 2020 17:33:36 GMT+0900 (Korean Standard Time), Technical Leader,,Current Employee ,Great Place to work for,I have been working at AppDynamics full-time for more than 3 years,Nice people and all around great talent,None that I could think of,"5.0
★★★★★",AppDynamics
Fri Jan 17 2020 06:03:15 GMT+0900 (Korean Standard Time), Field Sales Representative,,Current Employee ,Love AppD!,I have been working at AppDynamics full-time for more than a year,Great place for growth and opportunities.,No cons at this time.,"4.0
★★★★★",AppDynamics
Mon Nov 04 2019 20:01:42 GMT+0900 (Korean Standard Time), Director,"San Francisco, CA",Former Employee ,Truly awful,I worked at AppDynamics full-time for more than a year,"No known pros. Well, maybe the Nutella. I did like the Nutella. Pickles too. Good snacks. That sort of thing.","It's hard to know where to begin. There are deeply embedded cultural problems at the company that make it impossible to ship anything. Any talent that remains in product and eng is running for the doors. The C team is running the show, after the previous B-team execs left en masse once their golden handcuffs came off. The CEO, Danny Winokur, is totally adrift and is in over his head. Not a snowball's chance in San Francisco that this company makes it. The company reminds me of the show “Chernobyl” in terms of the lies, the lack of accountability, the technical incompetence and the meltdown for which it’s headed. Join only if you have given it your best shot in life and came up short and have just decided you don't care about where you work.","1.0
★★★★★",AppDynamics
Wed Oct 09 2019 15:00:33 GMT+0900 (Korean Standard Time), N/A,"San Francisco, CA",Former Employee ,Cisco is hurting the business... not a good place to join anymore,I worked at AppDynamics full-time for more than a year,"The people at AppDynamics are awesome. I had the opportunity to work with some of the brightest minds and people who are trying to innovate, cultivate a great culture, and move fast. Unsure of Cisco's intentions at this point, but if a big company is the place for you then you can work here and coast without a care in the world. Cisco has great perks and benefits, so yay. But don't expect stock as apart of your compensation, that's non-existent for ICs. AppDynamics is aware and working hard towards diversity initiatives. Again, the smartest people trying to do great things. Just hope Cisco doesn't ruin this too.","Engineering is broken. Release cadence is slow and non-existent. No growth, thank you Cisco. Culture is somewhat in tact, but a year from now it'll be non-existent. The entire recruiting team was laid off and that hurt the culture, interview process, and company outlook. Not sure the intention as neither company is at the same scale.","3.0
★★★★★",AppDynamics
Sun Oct 13 2019 09:38:39 GMT+0900 (Korean Standard Time), Senior Sales Engineer,,Current Employee ,Great culture with opportunity to ride next wave of APM,I have been working at AppDynamics full-time for more than 3 years,Great to engage customers with a broad portfolio of solutions,Tech debt with regards to analytical capabilities of the platform,"5.0
★★★★★",AppDynamics
Mon Oct 14 2019 14:16:48 GMT+0900 (Korean Standard Time), Software Developer,,Former Employee ,Its Ok,I worked at AppDynamics full-time for more than a year,"Food, Perks, Culture, Some People","Some People, Working Hrs, Air Condition.","3.0
★★★★★",AppDynamics
Tue Sep 17 2019 15:03:21 GMT+0900 (Korean Standard Time), Enablement Labs ,"San Francisco, CA",Former Employee ,AppDynamics allows gender discrimination and sexual harassment if you’re a leader,I worked at AppDynamics full-time for more than 5 years,"Work-Life balance, good benefits and perks, important product, industry leader, mostly good people.","A well-known, with the knowledge of his boss, took calculated advantage of a direct report by having an extramarital affair and then derailing her career when he was done with her, all while concessions were made for him to continue his career track. He forced her off the team to a different role that was not related to her desired and successful career track, causing her a lot if distress, ultimately leading to her resignation. She was pressured by him to not attend company events, be in HQ the same time as him, etc. Throughout this time, he was very vocal to the rest of team abut his intentions and bragged about his ""accomplishment"". He intimidated other team members to keep quiet and even lied to HR about the relationship dates as to appear he was following protocol, even though he was with her way before he reported it. This issue has caused a lot of morale issues on our team as this was flaunted right in front of us, causing many of us to quit or start considering quitting. This was reported to HR by her with no actions taken by the company. I resigned yesterday and reported this as well, but I'm skeptical any actions will be taken. Once the Director and his boss caught wind of me talking to HR, they had me walked out of the building by HR, even though I still had a week left. That's what over 5 years of dedicated service to AppDynamics gets you. It's clear that this kind of behavior, especially in this cultural climate, is inexcusable. AppDynamics cares more about sales numbers than doing what is right by its employees, especially ones with limited power. This is not only gender discrimination, but also shows a clear lack of integrity by a company who consistently advertises their focus on culture, diversity, and woman in technology. It's no wonder there aren't more woman working in tech.","1.0
★★★★★",AppDynamics
Sun Sep 08 2019 10:17:46 GMT+0900 (Korean Standard Time), Field Sales Representative,"Dallas, TX",Current Employee ,"Great Product, Great Company",I have been working at AppDynamics full-time for more than 3 years,Leading APM product Top Notch Leadership Cisco investment & Sales Alignment,Never ending work Competitive Culture,"5.0
★★★★★",AppDynamics
Fri Sep 20 2019 14:09:41 GMT+0900 (Korean Standard Time), N/A,"San Francisco, CA",Current Employee ,Annoying!,I have been working at AppDynamics full-time for more than a year,The work serves the good purpose of keeping our customers' computer systems up and running at full speed.,The bureaucracy can be stifling.,"3.0
★★★★★",AppDynamics
Wed Aug 28 2019 14:05:14 GMT+0900 (Korean Standard Time),,, ,Great work place,I worked at AppDynamics,"Great benefits, perks,awesome coworker. Paid time off,",Hours and time delegation. Communication. Training could be better,"5.0
★★★★★",AppDynamics
Thu Aug 15 2019 09:12:01 GMT+0900 (Korean Standard Time), Administrative Assistant,"San Francisco, CA",Former Employee ,Learning & People Development,I worked at AppDynamics full-time for less than a year,People oriented & culture,I hope we can have more interactions with other departments.,"5.0
★★★★★",AppDynamics
Thu Aug 15 2019 15:54:28 GMT+0900 (Korean Standard Time), Software Engineer(Internship),"San Francisco, CA",Current Employee ,Great Company to work for,I have been working at AppDynamics full-time for less than a year,".CEO .Team members . work life balance, .work culture",No cons as to say. great Company,"5.0
★★★★★",AppDynamics
Thu Aug 15 2019 18:18:45 GMT+0900 (Korean Standard Time), Sales,"San Francisco, CA",Current Employee ,"Great company, quickly being absorbed by Cisco",I have been working at AppDynamics full-time,"Culture, opportunity, we're dominating the market","Being slowly (and recently more quickly) absorbed into Cisco. Significant turnover across all functions - executive, sales, product and marketing.","4.0
★★★★★",AppDynamics
Tue Aug 06 2019 10:05:24 GMT+0900 (Korean Standard Time), Senior Software Development Engineer In Test,"San Francisco, CA",Current Employee ,Awesome company,I have been working at AppDynamics full-time for less than a year,Work life balance Technically sound qe(most of them) Good team Lot of learning,Less resources for ui side development and testing,"5.0
★★★★★",AppDynamics
Wed Jul 24 2019 09:53:21 GMT+0900 (Korean Standard Time), Sales Engineering,"Richardson, TX",Current Employee ,EVERYTHING YOU WANT AND MORE,I have been working at AppDynamics full-time,"-family culture, innovative, high energy, supportive of learning and success, work hard play hard, Cisco benefits, startup feel, career opportunities",-literally cant think of one,"5.0
★★★★★",AppDynamics
Sun Jul 28 2019 20:34:31 GMT+0900 (Korean Standard Time), Software Engineer,"San Francisco, CA",Current Employee ,na,I have been working at AppDynamics full-time for more than 3 years,Work life balance. Talent Colleagues,Promotion is too slow. No clear goal.,"4.0
★★★★★",AppDynamics
Tue Jul 09 2019 08:13:30 GMT+0900 (Korean Standard Time), Facilities Coordinator,"San Francisco, CA",Current Employee ,Great Place to Work!,I have been working at AppDynamics full-time for less than a year,"Very inclusive environment, friendly employees, a lot of group activities, openness",None that I can think of,"5.0
★★★★★",AppDynamics
Mon Jul 08 2019 10:58:10 GMT+0900 (Korean Standard Time),,"San Francisco, CA",Current Employee ,Great place to work,I have been working at AppDynamics full-time,Org really cares about empowering its employees. Lots of internal communities celebrating diversity. Lot's of good communication from top down. Compensation is good and overall benefits are good.,Moving from GApp to 0365. Would like to see more snacks and more free meals throughout the week.,"5.0
★★★★★",AppDynamics
Thu Jun 27 2019 07:58:23 GMT+0900 (Korean Standard Time), Digital Operations Lead,,Current Employee ,A great place to work and grow in your career,I have been working at AppDynamics full-time for less than a year,"Create commute, benefits, free snacks in the kitchen, lunch & breakfast catered once a week. Great culture, everyone is very helpful and collaborative.",None that I can think of at this time,"5.0
★★★★★",AppDynamics
Wed Jun 19 2019 07:43:44 GMT+0900 (Korean Standard Time), Senior Sales Engineer,"Chicago, IL",Current Employee ,Array of Opportunities,I have been working at AppDynamics full-time for more than a year,"Coaching, support and recognition from leadership and company. Professional growth opportunities including technical/soft skill development, career path changes and networking across groups.","Ongoing org refreshes is a pro and con. As expected, minor growing pains to adjust to change, however results in improved communication and efficient support for our customers.","5.0
★★★★★",AppDynamics
Wed Jun 19 2019 10:37:14 GMT+0900 (Korean Standard Time), Sales Engineer,"San Francisco, CA",Current Employee ,A fantastic place to work and an incredible culture.,I have been working at AppDynamics full-time for more than a year,"The AppDynamics people and culture are amazing. Everyone is collaborative and helpful, and the management and leadership teams are focused on their employees' success.",The company is growing quickly and it's difficult to find future employees fast enough.,"5.0
★★★★★",AppDynamics
Tue Jun 18 2019 04:38:47 GMT+0900 (Korean Standard Time), Solutions Architect,"Buffalo, NY",Current Employee ,A truely fantastic place to work,I have been working at AppDynamics full-time for more than a year,Remote work friendly. Food and drinks at HQ. A fantastic company culture which drives diversity and inclusion. A great leadership team.,None that I can think of.,"5.0
★★★★★",AppDynamics
Mon Jun 17 2019 22:00:49 GMT+0900 (Korean Standard Time),,,Current Employee ,Good on the resume,I have been working at AppDynamics full-time for more than a year,-Free snacks -Good benefits -work from home,"-high turnover -uncertainty -management isn't qualified, feels like this is their first time at bat -no support and training -no growth development -nepotism -politics -no substantial raises","2.0
★★★★★",AppDynamics
Wed May 29 2019 10:20:52 GMT+0900 (Korean Standard Time),,"Dallas, TX",Former Employee ,Great place to work!,I worked at AppDynamics full-time for more than 3 years,"Great team, lots of great perks like lunches and snacks, vacation time, 401k matching and more",It's becoming more Cisco and less AppD,"5.0
★★★★★",AppDynamics
Mon Jun 03 2019 15:39:22 GMT+0900 (Korean Standard Time), Facilities Coordinator,"San Jose, CA",Current Employee ,Passionate company culture devoted to engaging employees with the business and its' goals,I have been working at AppDynamics full-time for more than a year,"Constantly in awe of the many people who are passionate about creating an invigorating environment that fosters innovation, collaboration and employee engagement.","While diversity is top of mind, still need to see more diverse representation of intersectional communities across leadership. Still experiencing growing pains after integrating with Cisco, and seeing how much we are still learning about how much we need/want to lean on each other to thrive.","4.0
★★★★★",AppDynamics
