date,employee_title,location,employee_status,review_title,main_text,pros,cons,rating_overall,company_name
Wed May 27 2020 10:16:41 GMT+0900 (Korean Standard Time), Data Specialist,"Dayton, OH",Current Employee ,Good place to get in to,I have been working at Reynolds and Reynolds full-time for more than a year,Good pay Good environment Good people The best job I've had so far in life.,Testing to get in can be difficult to pass. Drug/nicotine policies are very strict and can make you paranoid if you even pass someone on the street who is smoking.,"5.0
★★★★★",Reynolds-and-Reynolds
Wed Jun 10 2020 09:33:30 GMT+0900 (Korean Standard Time), Repair Technician,,Former Employee ,Please have more trust in your employees,I worked at Reynolds and Reynolds part-time,"Coworkers are friendly, learn as you go","Company didn't have a ton of trust in employees. It was a requirement to record how I spent every minute of my day. Any unrecorded minutes were reported to management. For some reason, all part-time employees had to be clocked in five minutes before their shift and clock out five minutes after their shift or it ""reflected badly"" on management. Showing up on time was not good enough. The no tobacco policy is pretty strict too.","2.0
★★★★★",Reynolds-and-Reynolds
Wed May 27 2020 17:53:56 GMT+0900 (Korean Standard Time), Hardware Repair Technician,"College Station, TX",Current Employee ,Great company!,I have been working at Reynolds and Reynolds full-time for more than 3 years,Friendly people! There is always a new challenge!,High turnover can make it tough to be consistent.,"4.0
★★★★★",Reynolds-and-Reynolds
Thu Jun 11 2020 05:28:40 GMT+0900 (Korean Standard Time), Repair Technician,"College Station, TX",Former Employee ,Decent part time job,I worked at Reynolds and Reynolds part-time for less than a year,Good entry level tech experience As a part time employee they were pretty flexible with my schedule,Relatively low pay Doesn't care about high employee turnover,"3.0
★★★★★",Reynolds-and-Reynolds
Tue May 26 2020 11:56:55 GMT+0900 (Korean Standard Time), Project Manager,,Current Employee ,Community Focused,I have been working at Reynolds and Reynolds full-time for more than 5 years,"The people you work with on a day-to-day are great, and really focused on the company goals.",Entrenched management. Not much room for upward mobility.,"4.0
★★★★★",Reynolds-and-Reynolds
Wed May 20 2020 13:56:36 GMT+0900 (Korean Standard Time), Development,,Current Employee ,Working here is being a part of a family.,I have been working at Reynolds and Reynolds full-time,People truly care about you like a family. Including upper management that takes the time to know you and your situation. Always looking to better it in any way they can. If it is good for you it will be good for the company.,None that I have experienced,"5.0
★★★★★",Reynolds-and-Reynolds
Tue Jun 02 2020 21:59:36 GMT+0900 (Korean Standard Time), Systems Administrator,"College Station, TX",Former Employee ,Decent stepping stone,I worked at Reynolds and Reynolds full-time,easy to learn for entry-level people,old technology is in use,"3.0
★★★★★",Reynolds-and-Reynolds
Mon May 18 2020 11:34:37 GMT+0900 (Korean Standard Time), Remote Software Implementation Specialist,"Dayton, OH",Current Employee ,Great first job experience,I have been working at Reynolds and Reynolds full-time for more than a year,Lots of activities and opportunities to get involved.,Difficult to move up the chain,"5.0
★★★★★",Reynolds-and-Reynolds
Thu Apr 30 2020 19:01:56 GMT+0900 (Korean Standard Time), Sales Trainee,,Current Employee ,"Great experience, great people",I have been working at Reynolds and Reynolds full-time for more than a year,- Training program in product knowledge and sales skills - Great managers,- Uncertainty of territory location,"4.0
★★★★★",Reynolds-and-Reynolds
Mon Apr 27 2020 16:28:37 GMT+0900 (Korean Standard Time), Production,"College Station, TX",Former Employee ,Good Job,I worked at Reynolds and Reynolds part-time for more than a year,Very flexible for part time. Manager was nice. Opportunities for raises.,No HR really which was weird. Just had to talk to your manager if you had a problem.,"4.0
★★★★★",Reynolds-and-Reynolds
Tue Apr 21 2020 13:07:00 GMT+0900 (Korean Standard Time), Product Manager,,Current Employee ,Great Company,I have been working at Reynolds and Reynolds full-time for more than 5 years,"Job Security, they are upfront in their expectations, plenty of tools for training and acquiring new skills to further career","Old school practices, lower end of the pay scale","5.0
★★★★★",Reynolds-and-Reynolds
Mon Apr 13 2020 16:39:44 GMT+0900 (Korean Standard Time), Software Developer,"Houston, TX",Former Employee ,Good start,I worked at Reynolds and Reynolds full-time for more than a year,Salary was pretty good to start out.,Training Was an extensive process.,"5.0
★★★★★",Reynolds-and-Reynolds
Wed Apr 08 2020 10:51:46 GMT+0900 (Korean Standard Time), Software Trainer,,Current Employee ,Solid first job out of college,I have been working at Reynolds and Reynolds full-time for more than a year,"Great 401k match. Coworkers and management are really nice and helpful. Management is promoted from within, not hired from outside.","You get one day of vacation for each month you work for the next year, up to 10 days. And it doesn’t increase until you’ve been with the company for a while. (I forget the exact year that it goes up to 15 days)","4.0
★★★★★",Reynolds-and-Reynolds
Sat Apr 11 2020 05:38:06 GMT+0900 (Korean Standard Time), Consultant,"Tampa, FL",Former Employee ,"HR informed me I won't be getting my 2 weeks of vacation paid because ""I worked there 3 days short of a year."" Should h",I worked at Reynolds and Reynolds part-time for less than a year,"Easy to take personal days off, local management cares about employees.",Don't pay vacation time. Low pay. No advancement.,"2.0
★★★★★",Reynolds-and-Reynolds
Sat Mar 21 2020 19:04:05 GMT+0900 (Korean Standard Time), Graphic Artist,,Current Employee ,Great place to work,I have been working at Reynolds and Reynolds full-time for more than 5 years,Committed to supporting the work/life balance. Lots of opportunities to advance and/or improve yourself.,No sugared sodas or candy bars in vending machines.,"5.0
★★★★★",Reynolds-and-Reynolds
Mon Mar 23 2020 09:28:08 GMT+0900 (Korean Standard Time), Customer Training Professional,"Houston, TX",Former Employee ,"Get in, get your experience, get out.",I worked at Reynolds and Reynolds full-time for more than 5 years,"Good initial training program, hours are decent, good coworkers","Beware micromanagement culture - RFID tracking, management will interfere with growth if you're too good at what you do","3.0
★★★★★",Reynolds-and-Reynolds
Thu Mar 12 2020 23:09:20 GMT+0900 (Korean Standard Time),,"College Station, TX",Former Employee ,Great for College Students,I worked at Reynolds and Reynolds part-time,"- You get to make your own schedule, so very flexible - The people are very friendly and will help you succeed - Pay and hours are good for a college student since you can work up to 29 hours a week",- The work environment can be dull sometimes - If you don't make it to 15 hours a week then it will hurt your average,"4.0
★★★★★",Reynolds-and-Reynolds
Wed Mar 11 2020 12:37:25 GMT+0900 (Korean Standard Time),,,Former Employee ,Operator,I worked at Reynolds and Reynolds full-time,"Great supervisors, manager is awesome and really cares about his employees.",Hard work but fun environment,"4.0
★★★★★",Reynolds-and-Reynolds
Thu Mar 19 2020 08:23:58 GMT+0900 (Korean Standard Time), Marketing Analyst,"Houston, TX",Former Employee ,Decent Experience,I worked at Reynolds and Reynolds full-time for less than a year,"Good training, but pay just isn't there.",Pay is too low. Not much room for growth.,"3.0
★★★★★",Reynolds-and-Reynolds
Wed Mar 04 2020 08:40:51 GMT+0900 (Korean Standard Time), Marketing Assistant,"Dayton, OH",Former Employee ,Assistant to the director,I worked at Reynolds and Reynolds full-time for more than a year,"Fun, enjoyable, hard, challenging, tough","Micro managed, hard, boring, fun, amazing","5.0
★★★★★",Reynolds-and-Reynolds
Wed Mar 11 2020 10:58:48 GMT+0900 (Korean Standard Time), Customer Support,"College Station, TX",Former Employee ,Review of Reynolds and Reynolds,I worked at Reynolds and Reynolds full-time for more than a year,"Some good, genuine people that you may work with. Good pay. Good benefits.","Depressing work atmosphere. Very stressful, non-stop work environment.","2.0
★★★★★",Reynolds-and-Reynolds
Mon Mar 09 2020 09:44:55 GMT+0900 (Korean Standard Time), Shipping and Receiving Associate,"College Station, TX",Former Employee ,Reynolds,I worked at Reynolds and Reynolds part-time for more than a year,"Decent pay for hourly workers, pretty laid back.","Extremely ""IT"" heavy company, therefore a lot of the people working at Reynolds and Reynolds have very little social skills. Some departments do all the work, while others do absolutely none of it. Horrible company culture, way too much internal politics and gossip. If you work at this company, you have to be okay with doing the exact same thing every single day, you're basically on an assembly line at any entry level position here. Associate retention is horrendous.","2.0
★★★★★",Reynolds-and-Reynolds
Thu Mar 05 2020 21:12:44 GMT+0900 (Korean Standard Time), Supervisor,"Houston, TX",Current Employee ,cool for entry,I have been working at Reynolds and Reynolds full-time for more than 5 years,good entry level company fun activities nice coworkers,salary obsolete technology management decision making parking lot floods,"3.0
★★★★★",Reynolds-and-Reynolds
Mon Feb 24 2020 07:24:24 GMT+0900 (Korean Standard Time), Hardware,"College Station, TX",Current Employee ,Fine for a college job,I have been working at Reynolds and Reynolds part-time for more than 3 years,"flexible hours, fun work environment",depends on which department you get put in. some are easier than others,"4.0
★★★★★",Reynolds-and-Reynolds
Sat Mar 07 2020 08:47:29 GMT+0900 (Korean Standard Time), Accounts Payable Clerk,"Houston, TX",Current Employee ,good place to work,I have been working at Reynolds and Reynolds part-time,Management is nice and understanding,low pay compared to other places,"3.0
★★★★★",Reynolds-and-Reynolds
Tue Feb 11 2020 20:53:41 GMT+0900 (Korean Standard Time), Software Consultant,"Houston, TX",Former Employee ,Great work for awhile,I worked at Reynolds and Reynolds full-time for more than 3 years,Lots of experience dealing directly with business operations of car dealerships. Lots of responsibility early on. smart and friendly co workers. Per diem is nice for travel and take home ends up much higher than base salary.,"Traveling can get really rough. Lots of turnover because of it, and sometimes the work is stressful. Also its a conservative work environment, and the management is hit or miss. Loved my supervisor but some are distrustful of you and it feels like you are being used. Not much room to grow, but certainly some. The work can get very mundane and for me it wasn't meaningful enough.","4.0
★★★★★",Reynolds-and-Reynolds
Wed Feb 19 2020 17:13:59 GMT+0900 (Korean Standard Time), Software Developer,"Dayton, OH",Former Employee ,It could have been worse,I worked at Reynolds and Reynolds full-time for more than 3 years,* They hire developers with no experience * Coworkers were nice,"* They don't tell you in the interview that you'll be writing code in a proprietary version of COBOL. * In addition to using obsolete coding languages, they use obsolete coding procedures as well. You won't be agile here. It's all 80s waterfall. * No vacation for the 1st year. Not much vacation the 2nd year. Health insurance has a sky high deductible. * Developers are issued desktops, not laptops. Have a meeting? Better bring a pen and paper! * They randomly test for nicotine and automatically fire you if you fail the test. Yes Reynolds, I understand the policy is clearly stated. I don't smoke, but I think it's absolutely insane a company can tell me what I do when I'm not working. * Did I mention COBOL?","2.0
★★★★★",Reynolds-and-Reynolds
Thu Feb 27 2020 15:16:58 GMT+0900 (Korean Standard Time), Manufacturing Technician,"College Station, TX",Current Employee ,Great Job for College Students,I have been working at Reynolds and Reynolds part-time for less than a year,*Flexible schedule *Decent pay ($11) *Understanding Management,*Repetitive *Lack of Joy *Little attention given to the College Station Branch.,"3.0
★★★★★",Reynolds-and-Reynolds
Tue Feb 11 2020 16:47:11 GMT+0900 (Korean Standard Time), Customer Service,"College Station, TX",Current Employee ,Great place to work,I have been working at Reynolds and Reynolds full-time for more than 3 years,Good atmosphere and benefits with good environment.,Money isn't great for what you are doing,"5.0
★★★★★",Reynolds-and-Reynolds
Mon Feb 10 2020 18:26:37 GMT+0900 (Korean Standard Time), Bench Technician,"College Station, TX",Former Employee ,It's fine,I worked at Reynolds and Reynolds part-time for less than a year,"Great for students, make your own schedule. Fairly relaxed.",Part timers treated as expendable,"4.0
★★★★★",Reynolds-and-Reynolds
Sun Feb 02 2020 19:04:10 GMT+0900 (Korean Standard Time), Parts,"College Station, TX",Former Employee ,AMAZING,I worked at Reynolds and Reynolds part-time for more than a year,Everyone is so helpful! I was in school taking 18 hours and they helped me set me work schedule to maximize the hours i could work,"Large turnover rate, so you will need to train people and the fly","5.0
★★★★★",Reynolds-and-Reynolds
Wed Jan 29 2020 06:18:31 GMT+0900 (Korean Standard Time), Systems Sales Trainee,"Nashville, TN",Former Employee ,"Good Training, Benefits, and Nice People",I worked at Reynolds and Reynolds full-time for more than a year,"Lots of training, great benefits for individuals, and super nice people to work with.","Lots of travel, inefficient communication, and extremely militant when it comes to legal matters.","4.0
★★★★★",Reynolds-and-Reynolds
Thu Jan 16 2020 19:55:16 GMT+0900 (Korean Standard Time), Software Education Department,"Houston, TX",Current Employee ,Good company to work for,I have been working at Reynolds and Reynolds full-time for more than a year,The people are great. There are a lot of company sponsored events/sports leagues/etc. There is a clinic and cafe on property which is convenient.,Insurance plan isn't that great.,"4.0
★★★★★",Reynolds-and-Reynolds
Mon Jan 27 2020 06:10:21 GMT+0900 (Korean Standard Time), Marketing Communications Professional,"Dayton, OH",Former Employee ,Good training ground,I worked at Reynolds and Reynolds full-time for more than 5 years,Good company to start with. Solid base to build work ethic due to disciplined culture. Relatively stable environment.,Salary is low compared to average market value for role.,"3.0
★★★★★",Reynolds-and-Reynolds
Tue Jan 14 2020 20:31:34 GMT+0900 (Korean Standard Time), Key Product Support Specialist,"College Station, TX",Current Employee ,Good First Job,I have been working at Reynolds and Reynolds full-time for more than a year,-Good first job to gain experience working in a corporate setting -Most positions don't require a degree but it helps -Working in College Station it was easy to build good relationships with coworkers. Company provided sports leagues. -Supervisor and manager were great -Working hard really pays off,-Very entry level so low pay -High turnover -Bad attitude will get you fired quickly -Job can get stressful/intense due to mainly dealing with angry customers,"4.0
★★★★★",Reynolds-and-Reynolds
Tue Jan 28 2020 09:24:46 GMT+0900 (Korean Standard Time), Digital Marketing Specialist,,Former Employee ,Decent Job,I worked at Reynolds and Reynolds full-time,Great training and stepping stone into the marketing field. Good on a resume. Nice teammate environment. Nice benefits.,"Micromanagement is a bit heavy, not a lot of PTO, a bit of favoritism in the advancement opportunities.","3.0
★★★★★",Reynolds-and-Reynolds
Thu Jan 23 2020 20:48:25 GMT+0900 (Korean Standard Time), Datacenter Technician,,Former Employee ,It's a Start?,I worked at Reynolds and Reynolds full-time for more than a year,Getting in to work in the datacenter required very little technical experience,Low Pay and Scapegoating of Lower Ranking Employees When Things Go Wrong,"2.0
★★★★★",Reynolds-and-Reynolds
Wed Feb 12 2020 04:32:26 GMT+0900 (Korean Standard Time), Associate,"College Station, TX",Current Employee ,Stay Away,I have been working at Reynolds and Reynolds full-time for more than a year,Closed on weekends On-site Gym and Dining Area Dental and vision insurance,"NO HUMAN RESOURCES DEPARTMENT I cannot stress this first line enough. Any HR related complaint has to be directed to your ""chain of command"". Be prepared for them to sit on their hands and do nothing, even for serious offences. Company culture that incentivizes lying and self-preservation over constructive problem solving and honesty Inter-department squabbles take precedence over what's good for the customer and/or company Outdated hardware and software; picture yourself taking a time machine back to the 1970s and working at a modern tech company. That's what it's like. Entrenched upper & middle management, no room for advancement Inter-departmental transfers are a nightmare of red-tape and bureaucracy. You'll quit before your transfer gets approved, if it gets approved.","1.0
★★★★★",Reynolds-and-Reynolds
Sat Jan 18 2020 10:46:44 GMT+0900 (Korean Standard Time), Corporate Strategy Associate,"Dayton, OH",Current Employee ,Limited Opportunities for Growth,I have been working at Reynolds and Reynolds full-time for more than 5 years,"Job security, 401K, in house gym","Limited potential for advancement, little vacation time, middle management","3.0
★★★★★",Reynolds-and-Reynolds
Wed Jan 08 2020 09:27:40 GMT+0900 (Korean Standard Time), Manufacturing Technician,"College Station, TX",Former Employee ,Reynolds Review,I worked at Reynolds and Reynolds part-time for more than a year,Make your own schedule,Poor work atmosphere and lack of tools,"3.0
★★★★★",Reynolds-and-Reynolds
Fri Dec 27 2019 13:04:11 GMT+0900 (Korean Standard Time), Variable Operations Specialist,,Current Employee ,Sales Variable Ops Specialist Territory,I have been working at Reynolds and Reynolds full-time for less than a year,"Great company, great training, amazing support","A lot of travel, company restructuring overnight.","4.0
★★★★★",Reynolds-and-Reynolds
Mon Jan 20 2020 10:43:19 GMT+0900 (Korean Standard Time),,, ,"Get your experience, and get out.",I worked at Reynolds and Reynolds,Had a great supervisor and team.,"Everything. The higher-ups don't care about the employees, just their bottom line. The software they sell is low quality and overpriced. They track everywhere you go with your RFID badge. Certain higher-ups think very highly of themselves and it's very obvious. The only thing they care about is whether you use tobacco in ANY form. Even off the clock. They are constantly in antitrust related lawsuits. They only serve diet beverages in their cafeteria. The interview process is absolutely insane and you have to take something similar to an IQ test, of which you are not given the results.","1.0
★★★★★",Reynolds-and-Reynolds
Tue Dec 10 2019 10:39:55 GMT+0900 (Korean Standard Time), Administrative,"College Station, TX",Former Employee ,It was a good summer job.,I worked at Reynolds and Reynolds part-time for more than a year,They had a personal chief!,Not enough hours that i could work.,"5.0
★★★★★",Reynolds-and-Reynolds
Thu Dec 12 2019 19:35:18 GMT+0900 (Korean Standard Time), Administrative,"Houston, TX",Former Employee ,Alright starter job,I worked at Reynolds and Reynolds full-time for more than a year,They are flexible with work schedules. There are lots of food options and the cafe workers are very nice. Their casual Friday money goes to a charity. Colleagues treat you like family.,Horrible pay. You take several exams before even being considered to interview with them. Not many options to move up in the company. High turnover rates. Management can be rude and make it obvious that you’re easily replaceable.,"2.0
★★★★★",Reynolds-and-Reynolds
Mon Dec 09 2019 10:46:40 GMT+0900 (Korean Standard Time), Manager,"Houston, TX",Former Employee ,Great place to start your career,I worked at Reynolds and Reynolds full-time for more than a year,"* Work-life balance * Health, Dental, and Vision benefits are excellent * 401k match is outstanding * A lot of internal training is available and you are encouraged to take courses * On-site cafeteria with a good chef that serves good variety and healthy options",* Lack of autonomy * Low pay * Slow processes to implement change * Lack of insight into processes,"3.0
★★★★★",Reynolds-and-Reynolds
Sat Nov 23 2019 15:18:56 GMT+0900 (Korean Standard Time), Applications Developer,"College Station, TX",Current Employee ,Great work environment and awesome people,I have been working at Reynolds and Reynolds full-time for more than 3 years,"Very flexible with scheduling, management is great, regular raises.",Base pay is a little low,"4.0
★★★★★",Reynolds-and-Reynolds
Sat Nov 16 2019 22:29:36 GMT+0900 (Korean Standard Time),,"Dayton, OH",Current Employee ,Cliche big corporate machine,I have been working at Reynolds and Reynolds full-time for more than a year,Great coworkers Onsite Gym Onsite café Cool campus Lots of training,Insulting pay Insane hiring process A billion unnecessary processes and regulations Cult-like mentality. They get people to stay for their friends/fear of disappointing others rather than to just pay and treat them well. No room for advancement. Everyone starts at the same wage and gets basically the same raises as others. No vacation time first year Barely any vacation time the second Literally no HR department Robotic “thanks for reviewing Reynolds and Reynolds” replies to every job review on Glassdoor.,"2.0
★★★★★",Reynolds-and-Reynolds
Thu Dec 12 2019 03:07:47 GMT+0900 (Korean Standard Time), Marketing,"Houston, TX",Former Employee ,turn around and leave,I worked at Reynolds and Reynolds full-time for more than a year,I guess it's job?,"If you want to live out Office Space the movie, here's the place to do it.","1.0
★★★★★",Reynolds-and-Reynolds
Wed Nov 20 2019 22:50:36 GMT+0900 (Korean Standard Time), Data Analyst,"College Station, TX",Former Employee ,"Cold job, mediocre pay, bad training",I worked at Reynolds and Reynolds part-time for more than a year,"Easy interviewing, process oriented jobs","Poor training on weird/archaic systems. Pay is mediocre at best for working in a coding environment. Also, the no-tobacco use policy (ever, not just on the job) is strange. Cold job as well, not much personality exhibited.","2.0
★★★★★",Reynolds-and-Reynolds
Mon Nov 11 2019 11:07:39 GMT+0900 (Korean Standard Time), Recruiter,,Current Employee ,Opportunity for growth and longevity.,I have been working at Reynolds and Reynolds full-time for more than 5 years,"Friendly management, great coworkers, variety in job responsibilities, and solid benefits.",Limited vacation days for first year.,"5.0
★★★★★",Reynolds-and-Reynolds
Fri Nov 01 2019 07:59:34 GMT+0900 (Korean Standard Time), Account Manager,"Atlanta, GA",Current Employee ,System Sales Account Manager,I have been working at Reynolds and Reynolds full-time for more than 5 years,"Culture, top of the class products and resources/support/talent","Large company structure, competitive industry","5.0
★★★★★",Reynolds-and-Reynolds
Thu Oct 24 2019 13:42:08 GMT+0900 (Korean Standard Time), Marketing Communications Professional,"Dayton, OH",Former Employee ,Great for Starting. Odd Culture.,I worked at Reynolds and Reynolds full-time for less than a year,Benefits packages is good. Clear structure,Slow Advancement Pay is well below average Company culture is almost cultlike at times with in regards to its CEO,"4.0
★★★★★",Reynolds-and-Reynolds
Fri Oct 25 2019 23:29:45 GMT+0900 (Korean Standard Time),,"College Station, TX",Current Employee ,Part Time Transportation Assistant,I have been working at Reynolds and Reynolds part-time for less than a year,Very flexible with your schedule! This job is great! Very welcoming environment!,None!!!!! This job is good for anyone!,"5.0
★★★★★",Reynolds-and-Reynolds
Mon Oct 21 2019 18:19:03 GMT+0900 (Korean Standard Time), Consultant,"Houston, TX",Former Employee ,nice place to work,I worked at Reynolds and Reynolds full-time for more than 8 years,Great Training with awesome culture,Long and longer time for training,"5.0
★★★★★",Reynolds-and-Reynolds
Wed Oct 16 2019 06:15:16 GMT+0900 (Korean Standard Time), Associate,"Kettering, OH",Current Employee ,Great Place to Gain Experience,I have been working at Reynolds and Reynolds full-time for more than 5 years,"* entry level jobs that don't require any experience * quick application and hiring process * recruiters try to find the best position for job seekers vs. only being considered for the job you apply for * great facility and campus (cafeteria, health center, free gym) * family-oriented, big on giving back to the community, lots of events to meet people outside of work hours",* starting salaries of most positions are lower than other companies * many leaders are behind the times * poor healthcare coverage and vacation policy (no paid days during first calendar year on the job other than holidays and sick time),"4.0
★★★★★",Reynolds-and-Reynolds
Sat Nov 02 2019 14:55:29 GMT+0900 (Korean Standard Time), Inventory,,Former Employee ,Steady job with room for advancement,I worked at Reynolds and Reynolds part-time,Learn a lot through working in different departments,Can be repetitive at times and trouble with engagement,"3.0
★★★★★",Reynolds-and-Reynolds
Wed Oct 30 2019 23:38:45 GMT+0900 (Korean Standard Time), Associate,,Former Employee ,Okay,I worked at Reynolds and Reynolds part-time for more than a year,"Flexible, good pay, decent hours","Everyone is depressed, management is not motivating","3.0
★★★★★",Reynolds-and-Reynolds
Wed Oct 30 2019 17:52:51 GMT+0900 (Korean Standard Time), Software Support Representative,,Current Employee ,Typical Corporate Job,I have been working at Reynolds and Reynolds full-time for more than 3 years,"CEO/Owner is actively involved in the company. Constantly growing and acquiring new businesses. Opportunities, if your management supports you.",No communication between departments. Cube farm.,"3.0
★★★★★",Reynolds-and-Reynolds
Sun Oct 13 2019 11:37:36 GMT+0900 (Korean Standard Time), Repair Technician,,Current Employee ,A decent part time job,I have been working at Reynolds and Reynolds part-time for less than a year,-there's a gym with a good amount of workout equipment -relaxed work environment,-can get boring and cold inside of the office,"4.0
★★★★★",Reynolds-and-Reynolds
Fri Oct 11 2019 17:26:32 GMT+0900 (Korean Standard Time), Web Support Supervisor,"College Station, TX",Current Employee ,Large Company in a Small Town,I have been working at Reynolds and Reynolds full-time for more than 10 years,"401K match, great location, people there are generally great to work with","Strict on clock times, some departments are better to work for than others","5.0
★★★★★",Reynolds-and-Reynolds
Sun Oct 20 2019 17:51:39 GMT+0900 (Korean Standard Time), Sales Representative,,Former Employee ,"Solid Benefits, Bad Team Fit",I worked at Reynolds and Reynolds full-time,Onsite Gym Onsite Store Smart People Great training center,Micromanaging to the point of suffocation,"3.0
★★★★★",Reynolds-and-Reynolds
Mon Oct 21 2019 10:46:45 GMT+0900 (Korean Standard Time), Account Manager,,Former Employee ,Good Place to Start,I worked at Reynolds and Reynolds full-time for more than 3 years,Good employee benefits. Well established company.,"Slow moving for clients, prospects & employees.","3.0
★★★★★",Reynolds-and-Reynolds
Wed Oct 02 2019 10:10:42 GMT+0900 (Korean Standard Time), Manufacturing Technician,"College Station, TX",Current Employee ,Part-Time,I have been working at Reynolds and Reynolds part-time for more than a year,"Great with scheduling, good pay, good workload, great coworkers",Upper management expects rules to be followed that are not followed by themselves,"4.0
★★★★★",Reynolds-and-Reynolds
Wed Oct 02 2019 14:01:19 GMT+0900 (Korean Standard Time), Customer Account Services Representative,"Dayton, OH",Current Employee ,,I have been working at Reynolds and Reynolds full-time for more than a year,"Entry level position availability, company training, friendly atmosphere, job security, networking opportunities, associate recognition programs, social events","Low rate of pay, minimal promotion opportunities, high turnover rate","4.0
★★★★★",Reynolds-and-Reynolds
Mon Sep 30 2019 13:05:08 GMT+0900 (Korean Standard Time), Production Team Member,,Current Employee ,good place for summer job,I have been working at Reynolds and Reynolds part-time for more than a year,Decent rate of pay for little to no experience,Doing same task every day,"4.0
★★★★★",Reynolds-and-Reynolds
