date,employee_title,location,employee_status,review_title,main_text,pros,cons,rating_overall,company_name
Fri Feb 28 2020 11:53:59 GMT+0900 (Korean Standard Time),,"Hoffman Estates, IL",Current Employee ,New Hire,I have been working at CDK Global full-time for less than a year,"CDK has been great so far. I have felt very welcomed by my peers and upper management. The environment is relaxed and fun, still with a strong focus on the work at hand. I'm very positive for my future here with CDK.",CDK has undergone some changes where some mistakes were made. They are trying to recover but there is still some level of distrust from the employees. Seems to be getting better though.,"5.0
★★★★★",CDK-Global
Wed Apr 01 2020 06:58:04 GMT+0900 (Korean Standard Time), Client Technical Analyst,"Norwood, OH",Current Employee ,Lack of training and leadership,I have been working at CDK Global full-time for less than a year,The pay is good I guess.,The only people who actually know what they are doing are based out of El Paso. The lack of training and leadership really makes it hard for this company to get a good review,"1.0
★★★★★",CDK-Global
Wed Feb 26 2020 16:03:23 GMT+0900 (Korean Standard Time), Corporate Paralegal,,Former Employee ,Feb 2020,I worked at CDK Global full-time for more than 8 years,"Evolving, creative, flexible, great personnel","not consistent, very demanding, process limitations","4.0
★★★★★",CDK-Global
Tue Feb 25 2020 12:12:51 GMT+0900 (Korean Standard Time), Implementation Consultant,,Current Employee ,CDK is a leader in the Dealer Management Systems Industry,I have been working at CDK Global full-time for more than 3 years,A great place to expand your knowledge. CDK is like a family.,Traveling 100% can be taxing at times.,"5.0
★★★★★",CDK-Global
Tue Feb 25 2020 17:11:37 GMT+0900 (Korean Standard Time), Senior National Account Manager,"Seattle, WA",Former Employee ,,I worked at CDK Global full-time for more than 8 years,"Great management, fun workplace, work from home positions available.",Salaries are not competitive in industry.,"4.0
★★★★★",CDK-Global
Thu Feb 20 2020 07:32:33 GMT+0900 (Korean Standard Time), Advanced Technical Support Representative,"Portland, OR",Current Employee ,Good overall work experience,I have been working at CDK Global full-time for more than 5 years,Great work-life balance. Encouraged to move up. Decent retirement plan. Education benefits are great. The work is engaging.,"some teams definitely have a better work environment than others. Imbalanced products, some great some not good.","4.0
★★★★★",CDK-Global
Mon Feb 17 2020 05:04:36 GMT+0900 (Korean Standard Time), Territory Sales Manager,"Cumming, GA",Current Employee ,Top Notch Company,I have been working at CDK Global full-time for less than a year,Very personable HR and Staffing coordination. Hiring process was fast and straightforward and I knew what next steps were along the way.,There are no cons I can think of,"5.0
★★★★★",CDK-Global
Wed Feb 12 2020 10:35:49 GMT+0900 (Korean Standard Time), Implementation Consultant,,Current Employee ,Implementation BSC - remote,I have been working at CDK Global full-time for more than a year,Lots of Travel means seeing new places and meeting new people,"Lots of travel , means 95% travel... Road Warrior","4.0
★★★★★",CDK-Global
Sun Mar 15 2020 17:19:42 GMT+0900 (Korean Standard Time),,,Former Employee ,***,I worked at CDK Global full-time,There are no pros working for this company,Bad management!!! No work life balance. Expected to work numerous hours!! No choice. Need to wait for manager to let you go home everyday. Cannot just getbup and leave!,"1.0
★★★★★",CDK-Global
Tue Feb 04 2020 17:22:37 GMT+0900 (Korean Standard Time), Consulting Specialist,"Detroit, MI",Current Employee ,A solid place of employment,I have been working at CDK Global full-time for more than a year,"Flexibility, Relevant and Interesting Work",Lack of Organization. Low Pay,"4.0
★★★★★",CDK-Global
Fri Feb 07 2020 07:02:27 GMT+0900 (Korean Standard Time),,, ,Director of Sales,I worked at CDK Global,"Great culture, great people. Dominant player in the industry.",Salary lower than other tech companies,"4.0
★★★★★",CDK-Global
Tue Jan 28 2020 18:24:37 GMT+0900 (Korean Standard Time)," Coordinator, Sales and Marketing",,Current Employee ,Heading in a better direction,I have been working at CDK Global full-time,"Good pay, okay benefits, good starting position","No much upward movement within the company if your aren't in the right department, benefits are just okay.","4.0
★★★★★",CDK-Global
Sun Feb 09 2020 15:53:58 GMT+0900 (Korean Standard Time),,,Current Employee ,Good work life balance,I have been working at CDK Global full-time for more than 5 years,Good work life balance. Great benefits.,No strategic planning for the long term.,"3.0
★★★★★",CDK-Global
Tue Jan 21 2020 15:38:39 GMT+0900 (Korean Standard Time), Director,"Hoffman Estates, IL",Current Employee ,Working Hard but with a passion,I have been working at CDK Global full-time for more than a year,New leaders are listening and making changes that focuses on our customer support and satisfaction. Investment in development and people through training.,"workload, but focus on the person and how they are doing matters","5.0
★★★★★",CDK-Global
Wed Feb 19 2020 11:55:27 GMT+0900 (Korean Standard Time),,,Current Employee ,Change just for the sake of change = disaster,I have been working at CDK Global full-time for more than 3 years,"(1) Used to have a great employee population (2) Used to have engaged managers (3) Used to be a company that I was proud to work for (4) Used to have managers who you can look up to (5) Used to have opportunity's for career growth (6) Used to be more transparent with why things were being asked (7) Used to have a better morale...though it was pretty low for a long time, it was just starting to get better until recently (8) Used to enjoy going to work (9) Used to feel appreciated by management (10 Used to have a roll that allowed us to be autonomous while being tied to goals; there was very little, if any, micro managment",It is now not any of the pros.,"1.0
★★★★★",CDK-Global
Sun Feb 02 2020 14:06:27 GMT+0900 (Korean Standard Time), Configuration Management Consultant,,Current Employee ,Go,I have been working at CDK Global full-time,Great people and work environment,Single string responsibility lines for employees,"2.0
★★★★★",CDK-Global
Sun Feb 02 2020 13:21:44 GMT+0900 (Korean Standard Time), Client Technical Analyst,,Current Employee ,Client Technical Analyst,I have been working at CDK Global full-time for more than a year,The pay is pretty good.,The location isn't the best and management is unorganized.,"3.0
★★★★★",CDK-Global
Thu Jan 16 2020 09:13:59 GMT+0900 (Korean Standard Time), Software Engineer,"Portland, OR",Current Employee ,The best company I’ve worked for to date.,I have been working at CDK Global full-time for less than a year,-Fantastic coworkers -Onboarding process was quick and simple -Health benefits day 1 -Managers that care -Lots if company and team wide activities -Plenty of space and encouragement to grow -Lots of Howard mobility -The Portland office just started a “bring your dog to work” program,"-New managerial infrastructure means complicated communication -A global company means working at all hours of the day, but often everyone’s schedule is taken into account","5.0
★★★★★",CDK-Global
Sat Jan 04 2020 05:58:34 GMT+0900 (Korean Standard Time), Analyst,"Alpharetta, GA",Former Employee ,Great place to work,I worked at CDK Global full-time for less than a year,The company was great and the people were very jice,They moved my job to another state,"4.0
★★★★★",CDK-Global
Fri Jan 24 2020 10:51:02 GMT+0900 (Korean Standard Time), Contract Specialist,"Cincinnati, OH",Current Employee ,USA Today ranked cdk 16th worst employer in the US for a reason.,I have been working at CDK Global full-time for more than 3 years,The handful of people who are not inept are the only saving grace of this place.,"Very few people at this company have any clue what their job even entails. They basically laid off half the company in 2016 through 2018 for all the old employees making money (the ones who knew how things worked) and literally had NO operating procedures or training prepared so it basically became a complete free for all of ever competing opinions. Redoing work because of lack of procedures is so common you may waste an entire day doing what should have taken an hour if the expectations and directions were clear. Managers performance punish across the board. Ive only ever had to put in one HR complaint in my entire life and it was at cdk, i normally cant stand the 'kind of people' who file complaints but this was warranted. When I did I was written up for an ""outburst"" to my manager when I told her she was harboring a hostile work place by letting sales people lie to management about what internal employees had said and done (never been written up in 20 years of employment anywhere and am usually promoted at every job) this is of course a known problem but talking about it is strictly forbidden. The idea of an open door policy is a joke, HR eill dragtheir feet to protecttheir managers for weeks if you do speak up. After I promised to file a complaint with the ohio eeoc they took retribution via write up which requires staying in your department as punishment on me even though a vp of hr already said it would be a good idea to resolve my situation by us finding a new place for me, then the HR person eho allowedthat , who was friends with my boss, didnt even know ""about those conversations"" despite me tellingher aboutthem in email. Lol. Now I found a new job and put in my two weeks and despite assurance by HR that my funds would still be direct deposited theyve neglected to pay me...this is the MOST disorganized company in the world. Almost everone I know who worked here has payroll issues when they leave. And thats not hyperbole, I mean almost EVERYBODY. This place is allegedly a technology company yet cant sustain their internal systems which break down daily, often because they accidently fired a developer and.didnthavethe technical specs recorded anywhere, causing delays that are then the workers fault because the management, an ever rotating cast of VPs changing responsibilities who all are horrible at their jobs, wont prioritize fixing anything in lieu of some ""new systems"" that are always promised but never delivered. Theres a reason this place was the 16th worst place to work accorsing to USA Today in 2017. Trust me...run.","1.0
★★★★★",CDK-Global
Thu Jan 23 2020 20:12:24 GMT+0900 (Korean Standard Time), Software Support Analyst,,Former Employee ,A waste of time,I worked at CDK Global full-time for more than a year,"Co workers , free bagels on Monday, Expensive food truck on Tuesday.",Lack of training on product. Then when you ask for training you are sometimes screamed at on the floor. Only takes once to leave an impression of upper management. Walking on eggshells everyday is not a happy environment. Ideas for improvement are shot down. You are left disgruntled. I have never worked for a company that works so hard to bring you down and impact your self confidence. Save yourself some time.,"1.0
★★★★★",CDK-Global
Fri Dec 20 2019 20:04:03 GMT+0900 (Korean Standard Time), Business Systems Analyst,"Portland, OR",Former Employee ,"ADP was like a family, CDK was very top down corporate",I worked at CDK Global full-time for more than 10 years,I worked for the company for over 25 years. Many of my closest friends I met through ADP Dealer Service (now CDK Global). ADP had its normal work challenges but it was functional and people were overall kind. It was a team effort that focused on the client.,Once ADP spun off the company and it became CDK it was nothing but turmoil. People were in constant fear of losing jobs and there was a complete changeover of personnel from executives to local managers/supervisors. The new leaders coming in are so sure that they are smarter than everyone else but many leave not accomplishing much. CDK became all about the stock price. The employee and clients no longer mattered. People that do well are yes people not questioning anything even if it is to the detriment to the employees or clients. That was not me so I quit.,"2.0
★★★★★",CDK-Global
Sat Dec 14 2019 15:51:11 GMT+0900 (Korean Standard Time), Conversion Specialist,,Current Employee ,being worked to death,I have been working at CDK Global full-time for more than 8 years,"Commute, occasional option to work from home","My team and I are tired of 10 to 12 hour days, being paid for 8 and empty platitudes from management. The crazy idea that our jobs could be done in India is failing but management doesn't have the sense to try to turn it around and double the US workforce. Instead they dump India's work on us when we are already over capacity. Managers don't understand the job or how long doing it right takes and are very out of touch. Suggestions for improvements fall on deaf ears","2.0
★★★★★",CDK-Global
Fri Jan 03 2020 11:14:42 GMT+0900 (Korean Standard Time), Account Director,"Detroit, MI",Former Employee ,"Brought Zero Value to our Clients, Only Interested in $$$",I worked at CDK Global full-time for more than a year,"Currently, none at this time","Sr Leadership have few skills which they can relate to work and employees. Many of them have checked out completely and are too interested in what they are going to spend their next check on... They pay well, which is a shame because the work brings zero reward. CDK should also be feeling the heat from their competitors who have stepped their game up after they realized the value they could bring.... CDK was the only really in the game several years ago.","1.0
★★★★★",CDK-Global
Fri Dec 06 2019 18:20:39 GMT+0900 (Korean Standard Time),,,Former Employee ,poor management,I worked at CDK Global full-time,"The work was repetitive, but at times could be interesting. Some of the people are talented and deserve better.",A lot of the negative reviews are generally accurate. The leadership was really poor. The micromanagement was ridiculous. Behavior from upper management was toxic.,"2.0
★★★★★",CDK-Global
Thu Dec 12 2019 07:16:41 GMT+0900 (Korean Standard Time), Staff Accountant,,Former Employee ,Great culture,I worked at CDK Global full-time for more than 3 years,"good people to work with
opportunities for growth within",not a flexible work schedule,"2.0
★★★★★",CDK-Global
Thu Nov 14 2019 10:35:08 GMT+0900 (Korean Standard Time), Account Manager,"Salt Lake City, UT",Current Employee ,Great Place to work,I have been working at CDK Global full-time for more than 8 years,"Fun environment, your customer sell fun so it is exciting",Not a lot of room for growth,"4.0
★★★★★",CDK-Global
Mon Nov 18 2019 11:15:24 GMT+0900 (Korean Standard Time), Product Manager,,Former Employee ,"Constant change, but not for the better",I worked at CDK Global full-time,Good work/life balance. Hackathons are fun and cultivate talent.,Chaos. Poor leadership. Unsure of company direction.,"3.0
★★★★★",CDK-Global
Mon Nov 11 2019 16:21:01 GMT+0900 (Korean Standard Time), Dev,,Current Employee ,Things are picking up here,I have been working at CDK Global full-time for more than 8 years,"Fair bit of autonomy, tenured staff",Silos can make things difficult,"4.0
★★★★★",CDK-Global
Thu Oct 31 2019 16:59:52 GMT+0900 (Korean Standard Time), Senior User Experience Designer,"Hoffman Estates, IL",Current Employee ,Love My Team,I have been working at CDK Global full-time for more than a year,"Amazing team, flexible hours, work from home occasionally, exciting projects, on-site cafeteria, on-site workout/locker rooms, opportunity to work on different CDK products",For certain projects in my department the priorities are constantly shifting so you must adapt and ramp up quickly,"5.0
★★★★★",CDK-Global
Sat Nov 30 2019 13:26:42 GMT+0900 (Korean Standard Time), Account Manager,"Seattle, WA",Former Employee ,Run Away,I worked at CDK Global full-time for more than 3 years,Company provided Orca card for transit.,"Working at CDK was the worst experience of my career. The work can be interesting but middle management is so bad that it makes for a poor culture, low morale, and a miserable place to be. The company is full of obsequious managers who consistently manage up to the detriment of their own employees. Benefits are terrible and salary is not at all competitive with the industry.","1.0
★★★★★",CDK-Global
Wed Oct 23 2019 07:34:34 GMT+0900 (Korean Standard Time), Software Engineer,"Norwood, OH",Former Employee ,My review of CDK,I worked at CDK Global full-time for more than 5 years,"Salary, location, co-workers, benefits, work environment","Layoffs, jobs went to India","5.0
★★★★★",CDK-Global
Wed Oct 16 2019 06:34:36 GMT+0900 (Korean Standard Time), Software QA Engineer,"Portland, OR",Former Employee ,No loyalty to tenure employees,I worked at CDK Global full-time for more than 10 years,"Good pay, good working hours",They constantly layoff their most tenure employees. There isn't any loyalty to those that were loyal for years to them. At one point they decided in this day and age that they would not allow remote associates.,"3.0
★★★★★",CDK-Global
Sat Oct 12 2019 14:21:08 GMT+0900 (Korean Standard Time), Business Consultant,"New York, NY",Former Employee ,CDK Global,I worked at CDK Global full-time for less than a year,Good place to work for,Travel 100 % not for a married person,"4.0
★★★★★",CDK-Global
Wed Oct 23 2019 03:59:30 GMT+0900 (Korean Standard Time), Customer Service Representative,,Former Employee ,Slowly going down hill. Lots of turn over,I worked at CDK Global full-time for more than 3 years,Nice co-workers. Game Room. On site gym,Poor training. Managers don't know the job their employees do,"2.0
★★★★★",CDK-Global
Fri Nov 15 2019 20:12:36 GMT+0900 (Korean Standard Time),,"Dallas, TX",Former Employee ,Nepotism at the workplace,I worked at CDK Global full-time for more than 5 years,Great support from peers and mentor. Decent benefits.,"Extremely long hours in the field. No work/life balance. Below average pay for industry. Nepotism...you are more likely to get promotoed if you have parents working for the company. Clearly unprofessional. Horrible HR. Lack of growth opportunity. Significantly reduced bonuses. However, executive management maintained their gross bonuses and ""business trips."" Lack of honesty.","1.0
★★★★★",CDK-Global
Tue Nov 12 2019 10:11:29 GMT+0900 (Korean Standard Time), Senior Project Manager,,Former Employee ,poor leadership,I worked at CDK Global full-time,good people to work with on a daily basis,poor CEO and top management,"1.0
★★★★★",CDK-Global
Mon Sep 30 2019 15:07:53 GMT+0900 (Korean Standard Time), Digital Account Executive II,,Current Employee ,"Great HR Experience !! - CDK focuses on the ""Human"" in Human Resources",I have been working at CDK Global full-time for less than a year,"CDK's hiring team is pretty amazing. As you step thru the process it becomes obvious they value your talent. All communications up thru the decision process was thorough and timely. HR provided great follow-up and transparency, which I really appreciated.",I have not experienced any negatives.,"5.0
★★★★★",CDK-Global
Thu Oct 03 2019 14:15:17 GMT+0900 (Korean Standard Time), Tax Associate,,Current Employee ,Great Work - Life Balance and Competitive Comp,I have been working at CDK Global full-time for less than a year,- Great Work-Life Balance - Growing Company - Great Benefits - Competitive Compensation - Great People,"As a member of the finance team, expect longer hours during close periods.","5.0
★★★★★",CDK-Global
Sat Sep 28 2019 22:44:56 GMT+0900 (Korean Standard Time), Account Advocate,,Current Employee ,Good role to learn,I have been working at CDK Global full-time for more than 8 years,"Work life balance is good, fun role as well.","Underpaid a little, but not too bad.","4.0
★★★★★",CDK-Global
Mon Nov 04 2019 10:57:23 GMT+0900 (Korean Standard Time), Customer Care,,Former Employee ,Lots of layoffs,I worked at CDK Global full-time for more than a year,They try to make things fun for the employees. They do have a lot of fun activities and a game room,Too much uncertainty. Too many layoffs,"1.0
★★★★★",CDK-Global
Thu Sep 26 2019 15:07:06 GMT+0900 (Korean Standard Time), Client Technical Analyst,"Detroit, MI",Current Employee ,Great company | Excellent Manager,I have been working at CDK Global full-time for more than a year,Great company to work for and I have an excellent manager.,No cons to give period.,"5.0
★★★★★",CDK-Global
Thu Oct 24 2019 13:17:28 GMT+0900 (Korean Standard Time), Administrative,"Hoffman Estates, IL",Former Employee ,One of the WORST Places I Have Ever Worked!,I worked at CDK Global full-time for more than 3 years,Allowed to work from home on occasion.,"Shady, dishonest management. Cut throat culture. Toxic work environment. Boring work. Some of the most negative, mean spirited co-workers I have ever encountered in my entire career! Layoffs are frequent and come without warning. Any positive reviews on here were written by HR reps from the company. It is NOT a good place to work!","1.0
★★★★★",CDK-Global
Wed Oct 30 2019 08:12:07 GMT+0900 (Korean Standard Time), Manager,"Portland, OR",Former Employee ,"Lies, Lies, and More Lies",I worked at CDK Global full-time for more than 5 years,There are still a few decent people working there.,The only management tool they have left is lying.,"1.0
★★★★★",CDK-Global
Sat Oct 05 2019 04:57:23 GMT+0900 (Korean Standard Time), Senior Graphic Designer,"Hoffman Estates, IL",Current Employee ,Blind leading the blind,I have been working at CDK Global full-time for more than 10 years,Close to home and I have been ther for years before no one knew nothing.,Management don’t know the product that they are managing and they don’t respond to any emails.,"2.0
★★★★★",CDK-Global
Wed Oct 02 2019 10:18:59 GMT+0900 (Korean Standard Time), Account Executive,"Sacramento, CA",Former Employee ,Account executive review,I worked at CDK Global full-time for less than a year,"The money was about the only pro, They pay you well.","The Travel is rough , especially when its in your own car and your paying for it upfront. The management that they have with the norcal team is extremely poor. Training is not the best, you get to shadow other reps and if they do not have anything lined up for the day you are basically sitting in traffic all day and not learning. Poor communication between management and employees. If you are new, they do not want any clients to know you are new because it could lead to losing a client ???? ( yes this was told to me while training )","2.0
★★★★★",CDK-Global
Tue Oct 22 2019 16:22:26 GMT+0900 (Korean Standard Time), Web Design Specialist,"Detroit, MI",Former Employee ,No Place for a Designer,I worked at CDK Global full-time for more than a year,"I met some amazing life long friends at CDK and they are really the only thing that kept me going day to day. They have all pretty much moved on from CDK now, thank God. I learned a lot about myself here that really was life changing and about what I wanted in life and in a job. I mean if you really want to chance some self enlightenment, go for it, but maybe try reading a book first.","I won't go on too much. What can I say that already hasn't been said? Not much. Please take these reviews to heart because all the negative things said are 100% true. There is no growth for any sort of creative minded person at CDK. All these poor graphic designers being hired to be template monkeys and work with a platform that does not transfer within the industry at all. My advise to you? DO NOT WORK HERE! Unless you just love being under appreciating, treated like a number, ignored, working crappy hours, and OH having crippling depression.","1.0
★★★★★",CDK-Global
Wed Oct 02 2019 21:00:11 GMT+0900 (Korean Standard Time),,,Current Employee ,Just ok,I have been working at CDK Global full-time,"Good team members, new focus on better customer service","Distrust of some upper management, lots of layoffs and changes over the last year or two, work environment is depressing at timeS","3.0
★★★★★",CDK-Global
Wed Sep 25 2019 15:52:19 GMT+0900 (Korean Standard Time), Senior Software Engineer,"Portland, OR",Former Employee ,Not a software company. Hopefully it's changing now???,I worked at CDK Global full-time for more than a year,1. Complex problem to solve and thus opportunity to accomplish something good,"1. Old methodology's and process.
2. tant management changes and restructuring.","3.0
★★★★★",CDK-Global
Tue Sep 24 2019 21:00:45 GMT+0900 (Korean Standard Time), Senior Software Engineer,,Current Employee ,Good place to learn,I have been working at CDK Global full-time for more than 3 years,Good place to learn and move to different companies,Pay is less - its not competitive,"3.0
★★★★★",CDK-Global
Sun Aug 11 2019 11:16:11 GMT+0900 (Korean Standard Time), Minion,"Portland, OR",Former Employee ,Too much,I worked at CDK Global full-time for more than 10 years,"Many wonderful coworkers, or at least there used to be. Longtime workers have decent vacation time. They need it. In a chaotic, changing environment like this, there are sometimes opportunities to carve out a special path for yourself. Departments are trying to move forward into this century.","Morale is really low. Dedicated people who used to pump massive energy into their work have mentally cried uncle and given up. Those that are not in a good position to leave have had to quit caring about the work they do, just to protect their sanity. For people who normally take pride in their work, this is a sad, difficult thing. Workload is over the top. tant fear of being laid off. Critical brain drain with knowledgeable people laid off or having quit in desperation. They’ve cut way past the bone. Typing pool seating is a nightmare for introverts. The constant distractions, whether intended or not, are exhausting. Everything is just too much: too much “doing more with less,” too much stress, too much talk from ELT where they don’t walk the walk, too much pretending to be something they’re not—a company that cares about its employees, or a company with integrity. My beef is mainly with upper management. They sunk so low that they have a long way to go to earn back any trust. Hasn’t happened yet. For me, the jury’s still out on BK, but so far I’m disappointed that he hasn’t done more to clean up the mess at the top.","2.0
★★★★★",CDK-Global
Fri Sep 06 2019 11:31:35 GMT+0900 (Korean Standard Time), Account Development Executive,"Detroit, MI",Current Employee ,great job if you want a challenge,I have been working at CDK Global full-time for more than 5 years,decent pay and training program,tough market since industry is in contraction,"3.0
★★★★★",CDK-Global
