date,employee_title,location,employee_status,review_title,main_text,pros,cons,rating_overall,company_name
Fri Nov 22 2019 12:21:36 GMT+0900 (Korean Standard Time), Client Executive,"Burlington, MA",Former Employee ,Too bad Capgemini fell through,I worked at Ciber full-time for more than a year,Enjoyed it while it lasted,Laid off by an Indian owned company,"1.0
★★★★★",Ciber
Sat Sep 14 2019 14:54:11 GMT+0900 (Korean Standard Time), Consultant,"Dallas, TX",Current Employee ,A company that needs to pick and stay with a clear direction.,I have been working at Ciber full-time for more than 10 years,Worked with a wonderful group of team members on client site. Was working with a wonderful client for 14 years thanks to a SOW.,Company has no clear direction at the time I left. The bankruptcy did not help. The board when with HTC Global Services to buy them because the brought more money to the table than the stalking horse buyer that would have been better for the employees. Very few pay increase. When you did get them they were very very small.,"3.0
★★★★★",Ciber
Tue Sep 03 2019 07:44:19 GMT+0900 (Korean Standard Time), Senior Delivery Manager,,Current Employee ,Indepedent Offices Nice,I have been working at Ciber full-time,"Wonderful employees at Global Solution Centers, great team collaboration, flexible schedules","Corporate is hands-off, very little tools and training offered, raises not given","3.0
★★★★★",Ciber
Thu Aug 08 2019 15:06:36 GMT+0900 (Korean Standard Time), Director,,Former Employee ,Great Potential,I worked at Ciber full-time for more than 5 years,Super body of best practices.,Senior Management (at that time) was distracted with failing European operations.,"3.0
★★★★★",Ciber
Fri Jul 05 2019 09:55:40 GMT+0900 (Korean Standard Time), Delivery Manager,"Dearborn, MI",Current Employee ,Great Opportunities and Great People,I have been working at Ciber full-time for more than 5 years,"Growth, Consultant Care, Client Care are all priorities for Ciber/HTC.","None at this time, thank you.","5.0
★★★★★",Ciber
Wed Jun 19 2019 11:06:56 GMT+0900 (Korean Standard Time), Principal Consultant,"Orlando, FL",Current Employee ,Ciber has really turned around the problems of the past!,I have been working at Ciber full-time for more than 3 years,Competitive salary Friendly work atmosphere Effective leadership,Some changes still in process since HTC Global acquisition,"5.0
★★★★★",Ciber
Wed Jun 26 2019 12:32:37 GMT+0900 (Korean Standard Time), Analyst,,Former Employee ,"good place to start out at. However, Get out ASAP!",I worked at Ciber full-time for more than a year,I've met some great people during my time here. Benefits are ok.,Management is terrible. strict on hours. not flexible at all. Managers will take all the credit when assignments are completed well.,"2.0
★★★★★",Ciber
Tue Jun 04 2019 21:58:56 GMT+0900 (Korean Standard Time),,, ,"Good Company, Very Helpful, Great Stuff",I worked at Ciber,"Very Helpful, Very good Stuff, Salary on time",Nothing to mention to be honest,"5.0
★★★★★",Ciber
Tue Jun 04 2019 08:23:09 GMT+0900 (Korean Standard Time), Consultant,"Southfield, MI",Former Employee ,Great Jump Off Company,I worked at Ciber full-time for more than a year,Pay was good Friendly supervisors and coworkers Challenging and busy job Nice working environment,"Working for Ciber was great, but the Company I was sent to had it's own issues. I left because I wanted a full time permanent job . I didn't want to stay at the Company (I was sent to) as a tultant-Contractor.","4.0
★★★★★",Ciber
Sat May 25 2019 17:07:20 GMT+0900 (Korean Standard Time), Engineering Support Analyst,"Dearborn, MI",Current Employee ,Ciber has turned it around. Things seem to be going good. 👍,I have been working at Ciber full-time for more than 5 years,Flexible schedule. Possible work from home. Good pay.,For me it is a bit of a long drive.,"4.0
★★★★★",Ciber
Wed May 22 2019 07:17:01 GMT+0900 (Korean Standard Time), Client Partner,"Dallas, TX",Current Employee ,Tier One Capabilities with Boutique Customer Service,I have been working at Ciber full-time for more than 5 years,"What I like about working with Ciber Global is the support I receive from Senior Management. Ciber Global runs it's organization with few management layers so decision making is quick. As a Client partner, I sit two steps from the SVP of North America and three steps from the owner and CEO. Ciber Global has a broad range of solutions that can compete with the mega vendors, however we are able to treat our clients as if we were a boutique vendor. Clients at Ciber Global do not get lost in a sea of largest clients who demand extra attention.",Ciber Global shares the same challenges of any IT integrator in the market. I am impressed by the way our management team addresses them.,"5.0
★★★★★",Ciber
Tue May 21 2019 07:43:12 GMT+0900 (Korean Standard Time), Sales,"Dallas, TX",Current Employee ,Set Up for Success at Ciber,I have been working at Ciber full-time for less than a year,"Great Leadership, Great Culture",Onboarding process is a bit clunky,"5.0
★★★★★",Ciber
Tue May 21 2019 08:51:37 GMT+0900 (Korean Standard Time), Sales,,Current Employee ,Growing company,I have been working at Ciber full-time for less than a year,Private company with a ton of opportunity for growth. Ciber has new innovative solutions to bring to the market.,Must be willing to wear several hats to deliver services.,"4.0
★★★★★",Ciber
Tue May 21 2019 10:19:21 GMT+0900 (Korean Standard Time), Client Partner,"Denver, CO",Current Employee ,Consulting company big enough to deliver but small enough to care about employees.,I have been working at Ciber full-time for more than 5 years,Tools to be successful without micro-management.,Work life balance is average for the consulting industry. Could have a better PTO policy.,"4.0
★★★★★",Ciber
Tue Jun 04 2019 17:25:18 GMT+0900 (Korean Standard Time), Consultant,,Former Employee ,Low pay,I worked at Ciber full-time for more than 3 years,Good Mgmt but all based end client,"Less Pay, less Benefit and hikes","3.0
★★★★★",Ciber
Fri May 10 2019 11:41:59 GMT+0900 (Korean Standard Time),,,Current Employee ,Making a difference,I have been working at Ciber full-time for more than 8 years,"Ciber is a place you can make a difference as a billable consultant at a client site or as a direct employee. In addition to good pay and benefits, Ciber provides additional programs such as Lead Launcher and Bring Your Own Peeps for employee referrals. Lead Launcher allows consultants in the field to identify a business problem at their client site, propose a Ciber solution that addresses that problem, and receive extra income by bringing the two together. The employee referral program encourage employees to recommend skilled candidates to fill openings, while receiving a referral fee.","Ciber has received bad press under the previous CEO - prior to bankrupty (June 2017), which has continued to plague it. This is a new company.","5.0
★★★★★",Ciber
Mon May 06 2019 13:53:53 GMT+0900 (Korean Standard Time), Team Leader,"Orlando, FL",Current Employee ,Great culture and motivated leadership who listens,I have been working at Ciber full-time for more than a year,Benefits / Culture / Clients / Open management,"Communication on corporate changes, diversity on assignments at times","5.0
★★★★★",Ciber
Fri May 03 2019 12:50:52 GMT+0900 (Korean Standard Time), Senior Technical Recruiter,"Orlando, FL",Current Employee ,Excellent place to work!,I have been working at Ciber full-time for less than a year,"Excellent benefits, a healthy work-life balance and professional growth and training programs, you can thrive here!",None! None! None! None! None!,"5.0
★★★★★",Ciber
Wed May 01 2019 07:26:40 GMT+0900 (Korean Standard Time),,,Current Employee ,Great People With Passion to Deliver While Having Fun Doing It,I have been working at Ciber full-time for less than a year,Very Talented and Passionate People with the same vision to delivery to make the customer and employee happy.,"Need more people with the same passion and vision, and current job market is tough.","4.0
★★★★★",Ciber
Tue Apr 30 2019 13:57:16 GMT+0900 (Korean Standard Time), Technical Recruiter,,Current Employee ,Great work life balance,I have been working at Ciber full-time for more than 3 years,"I have been with the company for about three years now. I stayed with the company through a bankruptcy and an acquisition. I am SO glad I stayed!!! This is a great company, awesome benefits and excellent work/life balance. We are profesionals who are treated like professionals.",The process can be slow at times.,"4.0
★★★★★",Ciber
Thu Apr 25 2019 15:54:11 GMT+0900 (Korean Standard Time),,,Current Employee ,Great place to work,I have been working at Ciber full-time for more than 3 years,"Empathic management 
Good salary, work life balance",Could be better at providing yearly salary increments,"4.0
★★★★★",Ciber
Tue Apr 23 2019 13:35:16 GMT+0900 (Korean Standard Time),,,Current Employee ,,I have been working at Ciber full-time,Good pay and very supportive,I didn't find any negatives,"5.0
★★★★★",Ciber
Mon Apr 22 2019 19:06:51 GMT+0900 (Korean Standard Time), Senior Consultant,"Lake Mary, FL",Former Employee ,Only for the desperate or jobless.,I worked at Ciber full-time for more than a year,Only slightly below average pay Has Benefits,"- You’ll have two masters, Cibers and wherever they put you at - Don’t expect sincere feedback - Don’t expect sincere anything - Had a bad experience with the contractor, brought it up to management and nothing was done, but, was made to believe that they did - they only care for themselves and expand their presence - Claim to be employee centric but, that couldn’t be further from the truth - No career path, this is just a job placement shop","2.0
★★★★★",Ciber
Mon Apr 15 2019 08:36:20 GMT+0900 (Korean Standard Time), Technical Business Analyst,"Dearborn, MI",Current Employee ,Standard Contracting Agency,I have been working at Ciber full-time for more than 3 years,"Regular pay, Occasional Employee Engagement meetings, Better Immigration",No clear Path for Professional Development and growth even when an employee takes initiative and learns new skills.,"3.0
★★★★★",Ciber
Tue Mar 26 2019 10:31:21 GMT+0900 (Korean Standard Time), Business Systems,"Dearborn, MI",Current Employee ,Business Systems Analyst at Ciber,I have been working at Ciber full-time for more than a year,"Healthcare, Vision, Dental, Paid Time Off, flexible hours","Core hours, technical support for business demands","5.0
★★★★★",Ciber
Mon Apr 01 2019 15:02:41 GMT+0900 (Korean Standard Time), Project Manager,"Troy, MI",Former Employee ,Used to be a great place to work,I worked at Ciber full-time for more than 3 years,"Pay is decent, a little flexibility with regard to work schedule and vacation time.","Insurance is not great. The new management and leads are very biased. They have favorites and micromanage everyone else. Favorites take 2 hour lunches while everyone else is micromanaged, even when doing a great job Also, management does not have your back at all. If you make a complaint they will advise that they will check into things but will not really. If someone says something about you though and you have proof it isn't true, they will pretend it is and will not check or investigate anything. Lastly, many of the new leads are not qualified to be leads, they were friends of the new management before and he brought them up when he was promoted. They have not been trained and don't speak to workers with much respect and do not assist when needed. This new environment makes everyone uncomfortable, but does not make anyone more productive. There is now an us vs them environment in place with regard to management and workers. Many of the new leads need training. They don't know that speaking to people with respect goes a long way. They think being in management means just bossing people around but they are not very supportive. This company used to be a great place to work but until they clean up the erragance and micromanagment amongst management it will be a shell of it's former self for anyone wishing to work here.","2.0
★★★★★",Ciber
Wed Mar 06 2019 07:54:45 GMT+0900 (Korean Standard Time), Senior Database Administrator,,Current Employee ,Good Environment,I have been working at Ciber full-time,Nice management team and caring staff,"As of now, i do not see any","4.0
★★★★★",Ciber
Thu Mar 28 2019 12:19:25 GMT+0900 (Korean Standard Time), Sales,,Former Employee ,Great place until Indian company HTC took over,I worked at Ciber full-time for more than a year,Before take over we were a cohesive open organization.,Should move to Mumbai India,"1.0
★★★★★",Ciber
Fri Mar 22 2019 22:37:36 GMT+0900 (Korean Standard Time), Consultant,"Seattle, WA",Former Employee ,Wow...why would anyone work here?,I worked at Ciber full-time for more than a year,I can really think of none,"Absolutely the worst shop to work for as a consultant. Just wow...I almost have no words. Luckily for me it was a short lived mistake, but I'm blown away that anyone would work here. And any client should have their head examined for hiring a firm that treats their people so very badly. How can a consultant focus on their work when they're treated so badly? I wouldn't want to hire any consultant who would have so low of an opinion of themselves to work here. Absolutely every aspect of their business is wrong.","1.0
★★★★★",Ciber
Thu Feb 14 2019 08:55:09 GMT+0900 (Korean Standard Time), Manager,"Troy, MI",Current Employee ,My first year with Ciber has been great!,I have been working at Ciber full-time for more than a year,My VP is great to work for. She is a servant leader who leads by example. She has instilled a culture of caring and mentoring employees. I'm grateful that she has over 10 years with the company and has been through the hard times and is now key in rebuilding Ciber into a great place to work. The company is making a significant investment in facilities and it's Innovation Center to showcase new technology.,I hired in after the HTC acquisition. I don't have anything negative to say other than there is a perception that it is still the company that had trouble back in 2017. That is behind them and it has been a great place to work.,"5.0
★★★★★",Ciber
Thu Feb 28 2019 08:31:31 GMT+0900 (Korean Standard Time), Sitecore Developer/.NET Developer,"Pittsburgh, PA",Current Employee ,Developer,I have been working at Ciber full-time for more than 5 years,Helping Team and work culture.,Repetitive work and no long term projects.,"3.0
★★★★★",Ciber
Wed Feb 13 2019 07:06:38 GMT+0900 (Korean Standard Time), Senior Consultant,"Lincoln, NE",Current Employee ,Love to work here,I have been working at Ciber full-time for less than a year,Recently joined and i found there are lots of opportunity,Process is so slow for everything,"4.0
★★★★★",Ciber
Thu Feb 14 2019 13:53:47 GMT+0900 (Korean Standard Time), Director,,Former Employee ,Not an employee friendly environment,I worked at Ciber full-time for more than 3 years,"They offer great salary, but don't fall for it (see Cons section)","As soon as you come on bench, your salary is decided by the next project you are put on. If the billable rate is lower, they will ask you to take a sever pay cut or lay you off. Senior Management is not helpful and are rude.","2.0
★★★★★",Ciber
Wed Jan 23 2019 17:01:04 GMT+0900 (Korean Standard Time),,,Former Employee ,Very intelligent group of employees,I worked at Ciber full-time for more than 3 years,Surrounded by very nice and smart coworkers.,None at the time I was there,"4.0
★★★★★",Ciber
Thu Jan 31 2019 13:09:38 GMT+0900 (Korean Standard Time), Business Analyst,,Current Employee ,Working to grow,I have been working at Ciber full-time,Great people and good work balance,Still working to grow,"3.0
★★★★★",Ciber
Sun Feb 17 2019 06:51:36 GMT+0900 (Korean Standard Time),,"Pittsburgh, PA",Former Employee ,At one time- it was a great company to work for.,I worked at Ciber full-time for more than 10 years,Wonderful people & alot of work to keep busy.,For my position really couldn't move up- because higher ups either have their favorites or certain people like to be in charge & will not help you grow. New president who drove our company into bankruptcy - was sold to a new company -,"1.0
★★★★★",Ciber
Wed Jan 16 2019 07:25:48 GMT+0900 (Korean Standard Time), Senior Business Analyst,,Former Employee ,grateful for the experience,I worked at Ciber full-time for more than 5 years,peers and team members were great people.,too many leadership changes. cant get momentum,"3.0
★★★★★",Ciber
Thu Jan 17 2019 05:15:45 GMT+0900 (Korean Standard Time), Director,"Denver, CO",Former Employee ,Need Leadership,I worked at Ciber full-time for more than 8 years,"Employees ""in the field"" are very skilled and deliver solid client value.",Sr. Leadership needs some direction,"3.0
★★★★★",Ciber
Mon Jan 07 2019 04:50:19 GMT+0900 (Korean Standard Time),,"Troy, MI",Former Employee ,Account Management,I worked at Ciber full-time for less than a year,Good Infrastructure with wonderful setup.,Lack of good management team.,"2.0
★★★★★",Ciber
Sun Dec 30 2018 14:05:24 GMT+0900 (Korean Standard Time), Senior Consultant,,Former Employee ,Ciber as an employer,I worked at Ciber full-time for more than 8 years,The have ok health benefits,The company doesn't nothing to assist employees in replacement.,"3.0
★★★★★",Ciber
Tue Dec 11 2018 14:26:39 GMT+0900 (Korean Standard Time), Senior UI Developer,"Orlando, FL",Current Employee ,Not extremely pleased,I have been working at Ciber full-time for less than a year,"Base pay is good
Hiring process is smooth","They hire full time but if your contract ends with client they will release you. Basically there is 0 day bench period.
worst 401k match
Few vacation days","3.0
★★★★★",Ciber
Thu Dec 06 2018 23:42:36 GMT+0900 (Korean Standard Time), Senior Consultant,"Atlanta, GA",Former Employee ,Good Company,I worked at Ciber full-time for more than 8 years,"Employee friendly policies, Good Onshore opportunities, Best Immigration team",None i can think of.,"5.0
★★★★★",Ciber
Mon Nov 26 2018 21:09:19 GMT+0900 (Korean Standard Time), Senior Consultant,"Orlando, FL",Former Employee ,Going from a once great consulting firm to a mediocre contracting company,I worked at Ciber full-time for more than a year,"Relatively good pay, decent benefits, flexible work hours as long as Client approves. They do try to place people who are on the bench. The local managers are mostly still good, competent people from the pre-HTC days.",There has been a big transition since the buy out by HTC but it has not been communicated well to employees. No more annual pay increases or performance bonuses. Required to use personal PTO for all business holidays. They will always put the concerns of the client over their own employees. None of these changes have been communicated to the employees well. Now with one of their biggest clients putting duration limits on staff aug consultants I imagine it will be a struggle in the upcoming months.,"2.0
★★★★★",Ciber
Fri Nov 09 2018 08:34:34 GMT+0900 (Korean Standard Time),,, ,Software Tester,I worked at Ciber,"Very flexible schedule, nice people",Not enough room to grow,"4.0
★★★★★",Ciber
Sun Oct 28 2018 12:43:38 GMT+0900 (Korean Standard Time),,,Current Employee ,Provide great positions and opportunities,I have been working at Ciber full-time,"Great local recruiters, local support, great salaries","New PTO structure combines sick time, company time off, and vacation time","4.0
★★★★★",Ciber
Thu Nov 29 2018 15:59:24 GMT+0900 (Korean Standard Time),,,Former Employee ,What a sad story,I worked at Ciber full-time for more than 10 years,A good solid company was destroyed by the CEO,What a mess Boustridge and Piermarini made of a great company. Could not have destroyed it any faster if they had tried.,"1.0
★★★★★",Ciber
Sat Nov 17 2018 14:43:13 GMT+0900 (Korean Standard Time),,"Denver, CO",Former Employee ,Worst CEO ever!,I worked at Ciber full-time for more than 3 years,"The people, the customers & the projects.",CEO has no clue how to successfully run a company.,"1.0
★★★★★",Ciber
Sun Oct 21 2018 16:52:45 GMT+0900 (Korean Standard Time), Senior Project Manager,"Redwood Shores, CA",Former Employee ,Senior Project Manager,I worked at Ciber full-time for more than 5 years,"They give you a free hand to work at client's place, not interfering.","No transparency, do not have information at the management level.","3.0
★★★★★",Ciber
Sat Nov 10 2018 05:00:12 GMT+0900 (Korean Standard Time),,,Current Employee ,Disregard,I have been working at Ciber full-time,mostly defined roles and expectations,another company of red tape,"1.0
★★★★★",Ciber
Wed Sep 19 2018 06:51:07 GMT+0900 (Korean Standard Time),,,Current Employee ,A good place for learners.,I have been working at Ciber full-time for more than 5 years,"Positive environment ,Work-life balance, steady growth",No cons as such for now.,"3.0
★★★★★",Ciber
Sun Sep 02 2018 14:02:03 GMT+0900 (Korean Standard Time),,,Current Employee ,Weak leadership team on ERP project,I have been working at Ciber full-time,Was a great company and now surviving after bankruptcy in 2017.,Inexperienced PMs and management leadership blame anyone except themselves. No clear results how to deal effectively with dissatisfied customers. No sick time or family emergencies – any time off is deducted from pay if exceeds PTO of 10 days a year (including vacation and doctor’s visits).,"2.0
★★★★★",Ciber
Thu Aug 30 2018 16:31:03 GMT+0900 (Korean Standard Time), Senior Consultant,"Orlando, FL",Current Employee ,They pay no attention to you. Only to make sure you are billing,I have been working at Ciber full-time for more than 10 years,Paid regularly with direct deposits,Management knows nothing about what you do. Seen them twice in 9 months,"2.0
★★★★★",Ciber
Sun Sep 16 2018 21:05:00 GMT+0900 (Korean Standard Time),,,Current Employee ,Money over people,I have been working at Ciber full-time for more than 5 years,Ciber employees (not those who work for HTC and Ciber).,"The company cares more for the bottom line than its people. Every decision is scrutinized to see where costs can be cut. Ciber sells solutions which have to be implemented by its people, but Ciber won’t pay its people what their worth. No raises.","1.0
★★★★★",Ciber
Fri Sep 07 2018 17:23:49 GMT+0900 (Korean Standard Time),,,Current Employee ,Stay away,I have been working at Ciber full-time for more than a year,One project at a time,"Company would play favorite and will not provide career. You work and get paid for your work kind of culture . Salary hikes not a possibility. You may found people with incompetence In Management ... that explain why it bankrupted last year.., nothing has change. Sales teams are not able to bring new Contracts and any Tom and Harry kind of people goes up in hierarchy and create nothing but stress in crew...","1.0
★★★★★",Ciber
Tue Jul 31 2018 07:25:23 GMT+0900 (Korean Standard Time), Director,"Chicago, IL",Current Employee ,Director,I have been working at Ciber full-time for more than 3 years,Smart people throughout the organization,Lack of direct sales force in place. rely on existing clients to grow.,"5.0
★★★★★",Ciber
Tue Jul 31 2018 10:01:18 GMT+0900 (Korean Standard Time),,, ,Principal Consultant,I worked at Ciber,Great responsive management. They support all needs of the employees working on Client sites.,None I can think of,"5.0
★★★★★",Ciber
Mon Jul 30 2018 13:04:37 GMT+0900 (Korean Standard Time),,,Current Employee ,Nice place to work,I have been working at Ciber full-time,good amount of client base (2008 to 2010),"nothing major, when I was there infrastructure was not that great","4.0
★★★★★",Ciber
Thu Aug 09 2018 07:40:23 GMT+0900 (Korean Standard Time),,,Current Employee ,Recruiter,I have been working at Ciber full-time,Remote Work 3 days a week,New Management is making a lot of changes,"3.0
★★★★★",Ciber
Tue Jul 03 2018 09:08:17 GMT+0900 (Korean Standard Time),,,Former Employee ,Manager,I worked at Ciber full-time for more than 10 years,Great place to work until July of 2014. Don't have opinion of company after they were bought by HTC,No experience under current management team,"3.0
★★★★★",Ciber
Wed Jun 27 2018 18:50:38 GMT+0900 (Korean Standard Time), Consultant,"Pittsburgh, PA",Former Employee ,It was a good company,I worked at Ciber full-time for more than 10 years,The work is pretty good.,No one cares on consultants,"3.0
★★★★★",Ciber
Mon Jun 18 2018 06:45:52 GMT+0900 (Korean Standard Time), Princip,"Dallas, TX",Former Employee ,Still in transition,I worked at Ciber full-time for more than 8 years,"The people I worked with and my direct managers were very personable and friendly. The work environment was always professional, and the compensation was competitive with the market.","The company is still struggling with the transition to a new structure with the acquisition last year. Some areas of the business are not being actively pursued, resulting in a lack of work for consultants as projects end.","3.0
★★★★★",Ciber
Mon Jul 16 2018 18:40:26 GMT+0900 (Korean Standard Time), Account Executive,"Southfield, MI",Former Employee ,Unprofessional,I worked at Ciber full-time for more than 8 years,Toy get paid on time.,Very poor management team that needs to be educated and trained on how to work with customers and potential clients in an honest fashion.,"1.0
★★★★★",Ciber
Fri Jul 06 2018 11:09:39 GMT+0900 (Korean Standard Time), Analyst,,Current Employee ,One of the worst experiences I have ever had.,I have been working at Ciber full-time for less than a year,Nothing much to speak of...they are pleasant...at the beginning.,They do not support you while you are in the field. They tell you one thing and then later find out differently. They do not communicate with you while you are in the field.,"1.0
★★★★★",Ciber
Mon May 21 2018 13:40:20 GMT+0900 (Korean Standard Time),,,Former Employee ,Was Good,I worked at Ciber full-time,Co-workers Flexibility Compensation Loyal long term employees,Great company until ~2016 when CEO ruined company.,"2.0
★★★★★",Ciber
Sun May 13 2018 05:50:29 GMT+0900 (Korean Standard Time),,,Current Employee ,CSM,I have been working at Ciber full-time,"Great account team, fun work environment",I love working here.,"5.0
★★★★★",Ciber
Mon Apr 30 2018 13:55:58 GMT+0900 (Korean Standard Time), Senior Project Manager,"Dallas, TX",Former Employee ,Project Manager,I worked at Ciber full-time for more than 3 years,Very comfortable atmosphere and generally friendly people,slow at finding new contracts,"5.0
★★★★★",Ciber
Thu May 10 2018 13:40:26 GMT+0900 (Korean Standard Time),,,Former Employee ,Poor execution,I worked at Ciber full-time,Employee Intimacy. Independence. Entrepreneurial friendly. Talent and Customers are great,tant change and new senior leadership,"2.0
★★★★★",Ciber
Mon Apr 23 2018 07:59:54 GMT+0900 (Korean Standard Time), Principal Consultant (Agile Coach),"Orlando, FL",Current Employee ,Best Relocation Experience Ever!!,I have been working at Ciber full-time for less than a year,"Relocation Assistance, Personal touch to recruiting, Supportive leadership, Client roster",None so far... excellent experience to this point!,"5.0
★★★★★",Ciber
Thu Mar 22 2018 08:59:32 GMT+0900 (Korean Standard Time), Senior Technical Recruiter,"Bellevue, WA",Current Employee ,Why I came back to Ciber,I have been working at Ciber full-time for more than 5 years,"Excellent Sr. Management. I have never seen a manager work so hard to make sure her team succeeds. She spends so much of her time to figure out what the road blocks are and how to get rid of them, she is an advocate for her entire team and has no problem escalating the issue if needed. Tara Smith and other Sr. managers like her is the reason I came back to Ciber.",Annual reviews are often delayed then don't happen.,"5.0
★★★★★",Ciber
Fri Apr 06 2018 07:11:15 GMT+0900 (Korean Standard Time),,"Orlando, FL",Current Employee ,Financial analyst,I have been working at Ciber full-time for less than a year,"Flexible work hours
Autonomous working environment","Low pay for the consulting industry
Marginal benefits 
No chance of bonus despite customer's positive performance feedback","3.0
★★★★★",Ciber
Fri Mar 23 2018 06:32:57 GMT+0900 (Korean Standard Time), Technical Recruiter,"Troy, MI",Current Employee ,"Collaborative, cutting-edge,",I have been working at Ciber full-time for more than 3 years,"Excellent group of people to work with, very collaborative and supportive of each other. Provides client and employees opportunity to be involved with the latest technologies staying abreast of emerging trends. Very good benefit plan (medical/401K match, etc.)","PTO & holiday time is lumped together for an accumulative total of hours - equals 7 paid national holidays and two weeks vacation, but no sick or personal days.","4.0
★★★★★",Ciber
