date,employee_title,location,employee_status,review_title,main_text,pros,cons,rating_overall,company_name
Sat May 09 2020 08:33:54 GMT+0900 (Korean Standard Time), Intern ,"Saint Louis, MO",Current Employee ,Great Company culture!,I have been working at World Wide Technology part-time for less than a year,"They have core values and stick to them. Constantly voted a great place to work, and spend a lot of time investing in their employees.","From my perspective, they have not been very open with communication about personal/career growth within the company. I am relatively new, so I am hoping this changes, but it just seems like the managers I am around avoid the topic when it is ever brought up.","5.0
★★★★★",World-Wide-Technology
Mon May 11 2020 00:34:40 GMT+0900 (Korean Standard Time), Team Lead,"Edwardsville, IL",Current Employee ,Great place to work,I have been working at World Wide Technology full-time for more than 5 years,Amazing people who care about each other,Haven’t experienced any cons yet,"5.0
★★★★★",World-Wide-Technology
Thu May 07 2020 07:52:02 GMT+0900 (Korean Standard Time), Senior Developer,"Saint Louis, MO",Current Employee ,Outstanding Company,I have been working at World Wide Technology full-time for more than a year,This is a great company with outstanding top level leadership. They care about their people and they set a high bar for the products we're building and the level of service we provide. The technology stack is flexible based on the needs of the project and growth opportunities abound.,"This is also a large company, so you'll find that culture will vary from team to team. Get to know the department and the manager you'll be working with because it will shape your experience.","5.0
★★★★★",World-Wide-Technology
Tue May 26 2020 10:34:41 GMT+0900 (Korean Standard Time),,,Former Employee ,I would go back in the future,I worked at World Wide Technology full-time for more than 3 years,"Great benefits, fun people, work from home options",The consolidation of management roles really overwhelmed the managers that were left.,"4.0
★★★★★",World-Wide-Technology
Tue May 26 2020 22:30:10 GMT+0900 (Korean Standard Time), Lab Technician,"Edwardsville, IL",Current Employee ,A promising start leading to nowhere,I have been working at World Wide Technology full-time for more than a year,"The benefits package is world-class. Health/dental/vision/life all at a low rate with great coverage. The 401k matching is phenomenal, there is yearly profit sharing, and the PTO policy is well above average.","Unclear goals and communication from management. This is an AT&T ""tech lab"" but it's a glorified warehouse job. Despite being in a brand new building, it is already unbearably hot and humid, even though they claimed it would be a more comfortable environment. Favoritism among employees as well as between shifts. Not much room for growth.","3.0
★★★★★",World-Wide-Technology
Mon Jun 15 2020 08:36:51 GMT+0900 (Korean Standard Time), Network Engineer,"Saint Louis, MO",Former Employee ,"This company being considered a minority company is a sham, the founder is a figure head.",I worked at World Wide Technology full-time for more than a year,"WWT Benefits are 2nd to none. CEO is an overall nice guy who you can trust. Working Remotely is a great benefit, even before the Pandemic. If you have a Sibling, Child, or Spouse, it is extremely easy to get them hired at WWT.","There is absolutely no diversity in upper or middle management. Other than the Founder (who is basically paid not to come around) HR VP and a new gentleman (Who was hired after I left in 1/20 ), you will find extremely low numbers from top to the bottom of this organization for minorities. WWT has org charts full of leaders that are either all white males or in the case of the PMO. predominately white women. African Americans have absolutely no chance to become Account Managers, Regional Managers, Engineering Managers, Solution Architects, Project Management Office Managers, and Business ultants. These are all mid-level managers' positions. WWT prides itself on ""Coaching people out"" of the organization. If they feel you are not a good fit, they will coach you out. This practice should eliminate them from making any Top list. Lastly, there is an office called the J Strom Thurmond in South Carolina. Yes, the Senator that was against racial integration.","1.0
★★★★★",World-Wide-Technology
Mon May 18 2020 12:11:19 GMT+0900 (Korean Standard Time), Principal Consultant,,Current Employee ,Its declining...,I have been working at World Wide Technology full-time for more than a year,"Relatively flexible working schedule, excellent heathcare benefits and the top echelon (CEO and Founder) are really ((really)) good people.","No raise in 2 years, middle and senior management are male dominated and ego driven, nepotism is rampant. Women are not treated well here.","3.0
★★★★★",World-Wide-Technology
Thu May 21 2020 08:58:23 GMT+0900 (Korean Standard Time), Cable Technician,"Edwardsville, IL",Current Employee ,Good ole' WWT,I have been working at World Wide Technology full-time for more than a year,Decent Pay Excellent Benefits Excellent work-life balance,"Leadership doesn't care about their employees. They'll always ask how we can implement new ideas to help streamline our process, but when we give them our ideas that are backed by our peers, leadership always has a response on why its wrong and why they are doing to do it their non-lean way. Also when deciding on who to make Lead/Supervisor, It doesn't matter if you apply and interview great, they already have people in mind who they're going to offer the job to. So much so that they no longer even post the positions and they'll just offer it to whomever they choose.","2.0
★★★★★",World-Wide-Technology
Wed May 20 2020 15:01:05 GMT+0900 (Korean Standard Time),,,Former Employee ,Go for it.,I worked at World Wide Technology full-time for more than 5 years,"Great work environment, the employees are one of their top priorities.",If you're not at the corporate location you don't get that feeling of being part of the family environment.,"4.0
★★★★★",World-Wide-Technology
Mon Apr 27 2020 10:19:04 GMT+0900 (Korean Standard Time), Marketing,"Saint Louis, MO",Current Employee ,Great Company and Great Culture,I have been working at World Wide Technology full-time for more than 10 years,"Great leadership, great customer service and amazing culture. Years of investment in remote workforce and video culture has made transition to working from home very seamless.","I have spent the last 5 minutes thinking of a con, and I cannot think of any.","5.0
★★★★★",World-Wide-Technology
Sun May 03 2020 09:57:50 GMT+0900 (Korean Standard Time),,, ,Great place to work!,I have been working at World Wide Technology,Great benefits Great culture Excellent work/ life balance,Lots of step in processes,"5.0
★★★★★",World-Wide-Technology
Sat May 02 2020 21:37:03 GMT+0900 (Korean Standard Time), Business Development,"Saint Louis, MO",Current Employee ,Best Company especially during Pandemic,I have been working at World Wide Technology full-time for more than 10 years,"Benefits, people, flexibility. Great place to work","Growth, hard to move up cuz of flatness","5.0
★★★★★",World-Wide-Technology
Thu May 14 2020 06:06:23 GMT+0900 (Korean Standard Time), Account Manager,,Current Employee ,Tenured leadership-focus on culture,I have been working at World Wide Technology full-time for more than 8 years,"solid executive leadership, good culture, good benefits","Limited opportunities for career growth outside of HQ, compensation outside of HQ not competitive","4.0
★★★★★",World-Wide-Technology
Fri May 15 2020 08:15:35 GMT+0900 (Korean Standard Time), Wireless Tech,"Edwardsville, IL",Current Employee ,great place to work but....,I have been working at World Wide Technology full-time for more than a year,great environment and wwt does do nice things for their employees plus I love the health clinic!!,the time clocks they use rolls your time up 30 mins!!! so if you clock in at 6:30 ur not getting paid till 7 and losing 30 mins. Its called stealing time and they say its it problem but it never gets fixed. Managers and supervisors have no clue on the equipment we work on and some are hard to handle.,"4.0
★★★★★",World-Wide-Technology
Tue Apr 21 2020 09:41:45 GMT+0900 (Korean Standard Time), Business and Analytics Advisers,,Current Employee ,"When crisis hits, the wheat from the chaff is separated - WWT is WHEAT",I have been working at World Wide Technology full-time for more than a year,"WWT leads during a crisis, guiding, calming and empowering the company by focusing on employee health and wellbeing, supporting our customers, and giving back to our communities.","Comparing to other external entities, there is nothing to be critical of at WWT. While no company is perfect, WWT leaders listen to issues and work to resolve them in full alignment with the corporate mission.","5.0
★★★★★",World-Wide-Technology
Tue Apr 21 2020 08:41:27 GMT+0900 (Korean Standard Time), Proposal Manager,"Saint Louis, MO",Current Employee ,WWT is an Amazing Place to Work!,I have been working at World Wide Technology full-time for more than a year,"WWT provides employees with amazing benefits. Everyone I interact with at work, whether it be someone on my team or someone on another team, is supportive and always willing to assist in any way. The leadership team is transparent and accessible and I believe they truly care about all employees and keep us in mind when making all decisions. I am grateful to work at such a wonderful company!",I have not experienced any downsides to working at WWT.,"5.0
★★★★★",World-Wide-Technology
Tue Apr 21 2020 09:08:08 GMT+0900 (Korean Standard Time), Sales Operations Manager,"Saint Louis, MO",Current Employee ,WWT Executive Team provides exemplary leadership during crisis,I have been working at World Wide Technology full-time for more than 10 years,"At WWT we often talk about the positive things people do when no one is watching. We have countless stories of the amazing above and beyond efforts our teammates go to in order to help our customers & their business outcomes. Amid the international Covid-19 pandemic we have had many great stories that make me so proud to be a part of this wonderful company & how it gives back. Along with this crisis comes a time when everyone is watching our Chairman, CEO and executive team. They have risen to the challenging task of leading us through uncertain times. Their exemplary leadership skills have shown through with each update via email, video or live presentation. I appreciate Jim’s calm demeanor when communicating facts and details as he works to be transparent with efforts he and the team are taking to help employees. I’m confident we will come out of this a stronger company as our culture will continue to guide us through challenging times as it has in the past.",None to share at this time.,"5.0
★★★★★",World-Wide-Technology
Wed Apr 15 2020 07:21:52 GMT+0900 (Korean Standard Time), Cable Technician,"Edwardsville, IL",Current Employee ,A Really Wonderful Place,I have been working at World Wide Technology full-time for less than a year,"WWT takes pride in being on Fortune's list of top 100 greatest places to work. If you have never worked for a company on the list, I would highly recommend it. I have worked for a number of good companies, but have been blown away by how much people at wwt CARE! And the caring starts at the top, with the wonderful CEO Jim Kavanaugh, and has infused the rest of the company. Problems are addressed, issues are resolved, and PEOPLE are prioritized. They have been proactive in dealing with Covid-19 and gone above and beyond to accommodate employee's schedules and lives during this crazy time. ps- I applied through Aerotek, was interviewed the next day, and started within the week. I will make over $40k my first year. I was converted to permanent after 6 months, at which point I was able to sign up for health insurance for $25/month and start accruing 17 days of PTO/year. Just incredible...",I would love to have casual Fridays!,"5.0
★★★★★",World-Wide-Technology
Sat Apr 18 2020 08:27:27 GMT+0900 (Korean Standard Time), Sales Leader,,Current Employee ,No buyer's remorse here!,I have been working at World Wide Technology full-time for less than a year,"- Most everyone embraces and lives the desired culture, regardless of role. - Executive leadership is fully engaged with and in touch with the field organization. - Demonstrates the necessary level of patience as it relates to investing in new markets. - If you are a culture fit with some level of evident aptitude, they are willing to find the right position for you to be successful. - High retention rates across the board.",- Some growing pains from the operational aspect inhibits speed to success as the company evolves and pivots to a more services focus.,"5.0
★★★★★",World-Wide-Technology
Thu Apr 09 2020 12:20:36 GMT+0900 (Korean Standard Time), Inside Sales Support,"Maryland Heights, MO",Current Employee ,Great Place to Work,I have been working at World Wide Technology full-time for less than a year,"I have been very grateful to be employed at such an amazing company. I haven't been here long but know that I am a value part of the team that keeps it going. In some uncertain times of the world, it is great to be confident and comfortable with my employment. This makes me want to keep working harder so that WWT and myself come out better on the back end.",It can be a bit intimidating in situations at work with the high caliber of fellow employees but it also pushes you to a higher standard.,"5.0
★★★★★",World-Wide-Technology
Thu Apr 09 2020 10:42:55 GMT+0900 (Korean Standard Time), Program Manager,,Current Employee ,Passionate Leadership,I have been working at World Wide Technology full-time for more than 5 years,"I can't say how much I appreciate the company-wide communication we've been receiving throughout the COVID-19 situation. The weekly live videos with Jim and the Executive Team are both informative and comforting. Nothing is certain right now, but I do have absolute trust that our leadership is protecting the employees and company's financial future. Thank you for everything you're doing!",None to report right now.,"5.0
★★★★★",World-Wide-Technology
Thu Apr 09 2020 15:54:35 GMT+0900 (Korean Standard Time), Senior Engineer,,Current Employee ,"So fortunate to work here, especially during these times",I have been working at World Wide Technology full-time for more than a year,"I'm so amazed at how our leadership and all of the employees are handling this crisis (COVID-19). The way we are being taken care of, how we are helping in so many places in so many communities, is inspiring to say the least. WWT is an amazing place to work normally, but right now I am so proud and fortunate to be working here.",I do not see any cons to working here,"5.0
★★★★★",World-Wide-Technology
Fri Apr 10 2020 07:11:22 GMT+0900 (Korean Standard Time), Senior Director,"Saint Louis, MO",Current Employee ,Leadership,I have been working at World Wide Technology full-time for more than 10 years,During challenging times like we are under currently can stress the culture and expose weaknesses in leadership and/or culture. It is humbling to see the leaders step up and do the right thing for the employees and yet still doing what it takes to deliver outcomes for our customers that dealing with this challenge.,"The industry we are in, requires a fast pace of change and one must have a willingness to adopt or may feel uncomfortable.","5.0
★★★★★",World-Wide-Technology
Wed Apr 08 2020 12:32:47 GMT+0900 (Korean Standard Time), Director,"Raleigh, NC",Current Employee ,Culture and leadership transparency,I have been working at World Wide Technology full-time for more than a year,"Feel privileged and humbled to be part of WWT - the executives lead from the front with passion, conviction, transparency, and a genuine care for their employees and their families!! I think a lot of companies talk about it, but we actually live/walk it",nothing comes to mind,"5.0
★★★★★",World-Wide-Technology
Fri Apr 10 2020 09:26:48 GMT+0900 (Korean Standard Time),,,Current Employee ,Leadership by example,I have been working at World Wide Technology full-time,I really appreciate the leadership that the WWT executive leadership team is demonstrating during this difficult time. The focus and concern for all employees is very impressive. It makes me very proud to work for WWT.,Nothing to share at this time.,"5.0
★★★★★",World-Wide-Technology
Fri Apr 10 2020 15:06:42 GMT+0900 (Korean Standard Time),,,Current Employee ,Great Place To Work,I have been working at World Wide Technology full-time for more than 10 years,"I feel incredibly blessed to be a part of the WWT Family. A huge Thank You to our entire Executive Team for their leadership, compassion, and transparency not only during these crazy and uncertain times, but every day. The leadership during these challenging times and how the team is handling this tough situation genuinely personifies our core values. I deeply appreciate Jim’s weekly updates, and couldn’t agree more that Yes, we will be stronger because of this. #grateful",There are no cons to report,"5.0
★★★★★",World-Wide-Technology
Fri Apr 03 2020 10:03:53 GMT+0900 (Korean Standard Time), Human Resources Analyst,"Maryland Heights, MO",Current Employee ,WWT,I have been working at World Wide Technology full-time for less than a year,"The WWT culture is amazing. The Executive team is very involved in making sure employees have a great experience. The core values are not just words in this company, they are the path to employee and company success. I would highly recommend WWT to anyone searching for a great place to work.",I have not seen any cons.,"5.0
★★★★★",World-Wide-Technology
Fri Apr 03 2020 12:07:15 GMT+0900 (Korean Standard Time), Senior Talent Acquisition Partner,"Saint Louis, MO",Current Employee ,A Company That Cares,I have been working at World Wide Technology full-time for more than 8 years,"WWT's response to the COVID-19 Pandemic was swift and thorough. I am proud to work for an organization that keeps people first, and profits second. This extends to our external client partnerships and business where WWT has donated time, equipment, and resources to helping the community. We receive weekly CEO townhalls to underline the support systems we have in place and our plan of action to ensure we are offering flexibility and security in uncertain times. We offer outstanding and incredibly affordable healthcare benefits to all employees and continue to grow our benefits package year over year.",None to share at this time.,"5.0
★★★★★",World-Wide-Technology
Fri Apr 03 2020 12:49:01 GMT+0900 (Korean Standard Time), Recruiter,"Maryland Heights, MO",Current Employee ,Thankful,I have been working at World Wide Technology full-time for more than a year,"Flexibility, Collaboration, Excellent Benefits, Transparent Leadership, and the People. The people make the culture and have empowered me in my 1+ years with WWT to want to stretch myself to go above and beyond what I thought was possible in my own abilities. The quality of people and the work output around me is second to none.",None at this time.,"5.0
★★★★★",World-Wide-Technology
Fri Apr 03 2020 14:02:08 GMT+0900 (Korean Standard Time), Content Marketing Manager,"Saint Louis, MO",Current Employee ,"The Real Deal, Folks",I have been working at World Wide Technology full-time for more than 5 years,"Work/life balance, great co-workers, great benefits (especially for families), privately held, and yes, great culture. I'll explain the ""culture"" part a little more for those who are dubious of how big an impact culture can have on your day-to-day job experience. I came to WWT from a much larger, publicly traded corporation (20k+ employees) where I learned to excel at the corporate ladder game — 5 jobs in 5 years, chasing salary bumps as quickly as I could within a defined system of promotions and lateral moves. You either learned to climb or were passed over. While I made some great friends in those 5 years, friends to this day, I eventually burned out. Luckily, a former colleague had moved to WWT. He knew what I was going through and told me WWT was different. (“Sure it is,” I thought while secretly believing every company operated in the same manner). Regardless, I took a chance and applied for a position. I needed a change. In my first year at WWT, I kept trying to put my finger on what felt different. Yes, it was a smaller company. Yes, it was privately owned. But that didn't really explain why the atmosphere at work every day felt tangibly different. After 5 years with WWT, I can confidently identify the difference between the two companies. Despite both companies having a ""core set of values,"" only one of them consistently lived and operated by those values from the top down. The other company merely paid lip service to them. No amount of ""writing the company's value on the cafeteria walls"" could overcome the fact that the primary feeling permeating my former office on a daily basis alternated between dread and ennui (likely spread by staggering level of mid-level micromanagement). Any company can lay claim to a ""great culture,"" but until it's put into practice on a daily basis at every level of management, it's just an idea. It took me around a year to become un-jaded from my prior experience. Thankfully, the great culture part of WWT has remained intact since I started. Now we just have to keep it going as we grow, which will definitely be a challenge as we bring on more people. But it’s a task I know the executive leadership team is up for.","Salaries are competitive but not the highest (this is a tech company, after all). You shouldn't expect huge bonuses (outside Sales) nor stock options since it's private. There is some profit sharing though. But these are trade-offs for better work/life balance I'm happy to make.","5.0
★★★★★",World-Wide-Technology
Mon Apr 06 2020 11:30:48 GMT+0900 (Korean Standard Time), Corporate Marketing Manager,"Maryland Heights, MO",Current Employee ,Does it get any better?,I have been working at World Wide Technology full-time for more than 3 years,"I have been with WWT coming up on three years now and I cannot be more thankful for this place. The culture is amazing. The executives are incredible and always make us employees feel as though we're the number one priority, especially the CEO. He's completely genuine. I have an amazing relationship with my boss, my director, my VP and senior VP. Yes, all of them make it a point to know me as a person. Each of them have an open door policy so I'm always able to pop my head in if I have a question. My team, which is ever growing, is like a second family. The benefits are amazing. The technology we use and develop are at the top of it's class. I could go on and on. Overall, I'm just truly happy I found WWT.","We are continuously hiring new employees which means new organization of the company. This obviously isn't a bad thing, just takes some initiative to stay on top of all the changes.","5.0
★★★★★",World-Wide-Technology
Mon Apr 06 2020 11:30:48 GMT+0900 (Korean Standard Time), Corporate Marketing Manager,"Maryland Heights, MO",Current Employee ,Does it get any better?,I have been working at World Wide Technology full-time for more than 3 years,"I have been with WWT coming up on three years now and I cannot be more thankful for this place. The culture is amazing. The executives are incredible and always make us employees feel as though we're the number one priority, especially the CEO. He's completely genuine. I have an amazing relationship with my boss, my director, my VP and senior VP. Yes, all of them make it a point to know me as a person. Each of them have an open door policy so I'm always able to pop my head in if I have a question. My team, which is ever growing, is like a second family. The benefits are amazing. The technology we use and develop are at the top of it's class. I could go on and on. Overall, I'm just truly happy I found WWT.","We are continuously hiring new employees which means new organization of the company. This obviously isn't a bad thing, just takes some initiative to stay on top of all the changes.","5.0
★★★★★",World-Wide-Technology
Mon Apr 06 2020 13:09:43 GMT+0900 (Korean Standard Time), Wireless Network Engineer,"Saint Louis, MO",Current Employee ,WWT Exemplifies Leadership From The Top,I have been working at World Wide Technology full-time for more than 10 years,"Jim Kavanaugh and the entire WWT Executive Team always exhibits a positive, confident message to the company whether it's during a crisis like we are all experiencing now, or something on a much lesser scale and totally unrelated to the current pandemic. Our Executive Team honestly puts the health and safety of our employees at the top of their priorities list. After listening to Jim Kavanaugh, Ann Marr, Tom Strunk, or any other member of the Executive Team you get the feeling that they are going to successfully maneuver the company through whatever turbulent waters we find ourselves in. I feel extremely fortunate to work at a company that exemplifies the true meaning of ""Leadership From The Top"".",I do not have any  to list at this time.,"5.0
★★★★★",World-Wide-Technology
Mon Apr 06 2020 13:59:21 GMT+0900 (Korean Standard Time), Marketing Manager,"Saint Louis, MO",Current Employee ,Best of the Best,I have been working at World Wide Technology full-time for more than 3 years,"Having worked for some great companies, I really thought that I wouldn't find a company to compare or compete. However, I have been so gratefully surprised to find such a fantastic employer in the St Louis area. Our executive team listens, cares, and truly works hard to make the best decisions for the company. Benefits are amazing. You truly feel like you are a part of an amazing team of people working hard to improve and help our customers.","WWT is growing and expanding. With rapid growth, comes some growing pains and a lot of process changes. Nothing too surprising.","5.0
★★★★★",World-Wide-Technology
Mon Mar 30 2020 11:53:22 GMT+0900 (Korean Standard Time), Build Lab Technician,"Edwardsville, IL",Current Employee ,The best I have ever been at!,I have been working at World Wide Technology full-time for less than a year,"I wanted to take this opportunity to personally thank you, the World Wide Executive Team, and all of our management in reassuring us all, and making sure we are taken care of through this difficult situation. You are all living our Core Values, and setting a great example for your employees, and other companies. In these uncertain times, a lot of people are adversely affected by joblessness, illness, and other instances of interruption of our normal lives. I am appreciative of WWT for continuing to evaluate the situation as it develops, and adapting as new things occur, or information becomes available. I am also happy to see that my organization is doing it's best to give back to the community when aid is needed. I am grateful to still be employed, actively working every day, and especially thankful for the extra PTO days, and incentive pay. I know that I am able to speak for a lot of us on first shift in the Build Lab at 3951 Lakeview that we are grateful for everything you all are doing, as it is not required of you, but you care and appreciate us enough to make sure we are safe and taken care of. An extra thank you to the management, Supervisor and leads, as well as my fellow teammates, for banding together, and becoming a united front in battling this pandemic, as we all do our best to weather the storm. We have rallied behind the more robust cleaning three times a shift, social distancing, and hand washing/use of hand sanitizer. We even run the cleaning Zamboni to be extra sure! Build 1 is definitely doing a great job, and I am quite proud of my team! Thank you, thank you, THANK YOU to my Team and our company executives!! It is wonderful to finally be with a company that is truly invested in it's workers, rather than only being a number or a tool. I personally feel appreciated and seen, as well as valued. You all are amazing, and I am ready to go on this journey with WWT! 😄 My conversion date is this Monday, and I am looking forward to having a long, and fruitful career with such a stupendous company! Thank you all again! I am a proud employee right now! 💜",Communication between shifts would be most beneficial,"5.0
★★★★★",World-Wide-Technology
Fri Apr 10 2020 07:43:26 GMT+0900 (Korean Standard Time), Marketing Manager,"Saint Louis, MO",Current Employee ,Exemplifying Core Values,I have been working at World Wide Technology full-time for more than 5 years,"Our leadership lives and breaths our Core Values. During this global crisis, they are not afraid to be transparent of the state of the business by holding weekly corporate-wide updates. The executive team is doing everything in their power to ensure the health and wellbeing of the employees are first and foremost.",There are no cons that I have at this time.,"5.0
★★★★★",World-Wide-Technology
Sun Mar 22 2020 19:36:26 GMT+0900 (Korean Standard Time),,"Edwardsville, IL","Warehouse Worker in Edwardsville, IL",Grateful,I have been working at World Wide Technology,Executives that truly care Working for a company that literally impacts nations Rapidly growing with a clear vision Unbeatable benefits,"It’s been hard to keep up with the growth since it’s at such a fast pace. Pay could be more competitive. The internal turnover rate is out of control. People leave departments to try a different department. Maybe it’s time we put some rules in place that consider time in role, performance, fully trained replacement already in place, etc.","5.0
★★★★★",World-Wide-Technology
