date,employee_title,location,employee_status,review_title,main_text,pros,cons,rating_overall,company_name
Sun May 24 2020 12:25:58 GMT+0900 (Korean Standard Time), Delivery Driver,"Colorado Springs, CO",Current Employee ,Its ok,I have been working at Payless ShoeSource full-time for more than 3 years,"Pay is good, good people, lots of work and good drivers.","Completely unorganized, no communication, when a driver makes mistakes they have unfair recourse.","3.0
★★★★★",Payless-ShoeSource
Wed May 06 2020 12:42:36 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,Great Company,I worked at Payless ShoeSource part-time,"fast paced, work with customers directly, great management",nights and weekends and holidays,"5.0
★★★★★",Payless-ShoeSource
Tue May 19 2020 10:43:03 GMT+0900 (Korean Standard Time), Sales Representative,,Former Employee ,Good First Job,I worked at Payless ShoeSource part-time for less than a year,"Fun environment, great coworkers, and great discounts on products","although this isnt a company flaw, customers can be rude sometimes","3.0
★★★★★",Payless-ShoeSource
Sat Apr 25 2020 15:26:46 GMT+0900 (Korean Standard Time), Sales Associate/Cashier,"McAllen, TX",Former Employee ,"Sell shoes, manage the floor",I worked at Payless ShoeSource part-time for less than a year,staff was great to work with,dealing with angry customers and returns,"5.0
★★★★★",Payless-ShoeSource
Tue Apr 14 2020 18:36:33 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,"Chill time, good people",I worked at Payless ShoeSource part-time for more than a year,"Easy job, fun coworkers, decent hours, good discount","tagging system was very inefficient, song Playlist never changed in the 2 years I worked there. Not even for Christmas","5.0
★★★★★",Payless-ShoeSource
Sun Apr 19 2020 19:03:40 GMT+0900 (Korean Standard Time), Sales Associate,"Lauderhill, FL",Former Employee ,Working for the company,I worked at Payless ShoeSource part-time for more than a year,"The ability to pick up hours, SOMETIMES.",Lack of concern for employees,"2.0
★★★★★",Payless-ShoeSource
Tue Apr 14 2020 13:02:14 GMT+0900 (Korean Standard Time),,,Former Employee ,Management was terrible,I worked at Payless ShoeSource part-time,1st call on shoe sales,Always worked alone & closed alone,"3.0
★★★★★",Payless-ShoeSource
Tue Apr 14 2020 08:55:36 GMT+0900 (Korean Standard Time), Project Manager,,Former Employee ,"Good company, poor executive leadership",I worked at Payless ShoeSource full-time for more than 10 years,Cross-functional collaboration between departments looking to achieve a singular goal.,Extremely poor private equity ownership and decision making.,"2.0
★★★★★",Payless-ShoeSource
Tue Mar 31 2020 17:14:00 GMT+0900 (Korean Standard Time), Retail Sales Associate,,Former Employee ,Unreliable Management,I worked at Payless ShoeSource part-time for more than a year,Discounted shoes Specific processes Started at 17 yo,"Sales goals unrealistic Counted people that come in vs sales, I worked in a busy area near a bus stop so many people would just come in until the bus came 3 different managers over a year of employment","3.0
★★★★★",Payless-ShoeSource
Wed Mar 11 2020 08:08:52 GMT+0900 (Korean Standard Time), Assistant Manager,"Bryan, TX",Former Employee ,I loved working for this company.,I worked at Payless ShoeSource full-time for more than 3 years,Teamwork Flexible schedule Yearly raises Growth within the company,Not much cons that I saw.,"5.0
★★★★★",Payless-ShoeSource
Mon Mar 09 2020 13:05:25 GMT+0900 (Korean Standard Time), Group Leader,"Chicago, IL",Former Employee ,Great company! Unfortunately they had to shut down.,I worked at Payless ShoeSource full-time for more than 10 years,Great company to work for,None that I can think of,"4.0
★★★★★",Payless-ShoeSource
Wed Mar 04 2020 16:08:05 GMT+0900 (Korean Standard Time), Sales Associate,"Minneapolis, MN",Former Employee ,Amazing,I worked at Payless ShoeSource part-time for more than a year,I had an amazing experience working with the people there. Great work and environment and Manager.,"The compensation isn't as great as it could be, however, the work environment and the experience bypass the compensation.","5.0
★★★★★",Payless-ShoeSource
Tue Feb 11 2020 09:40:37 GMT+0900 (Korean Standard Time), Retail Store Manager,"Spring, TX",Former Employee ,Building Customer relationships with a respectful attitude and professional skills,I worked at Payless ShoeSource full-time for more than 10 years,"Benefits, team work, customer relationship driven and training","long hour, open on Holidays","4.0
★★★★★",Payless-ShoeSource
Tue Feb 11 2020 19:28:14 GMT+0900 (Korean Standard Time), Sales Associate,"Tampa, FL",Former Employee ,Sales Associate,I worked at Payless ShoeSource part-time for less than a year,Good working environment and nice supervisors.,Low hourly wage and breaks are not paid.,"4.0
★★★★★",Payless-ShoeSource
Mon Feb 03 2020 12:02:19 GMT+0900 (Korean Standard Time),,"Broad Lane, NJ",Former Employee ,Manger,I worked at Payless ShoeSource full-time for more than 8 years,Was a great place to work,No longer open the company has closed.,"5.0
★★★★★",Payless-ShoeSource
Mon Feb 03 2020 20:48:45 GMT+0900 (Korean Standard Time), Sales Associate,"Los Angeles, CA",Current Employee ,Good!,I have been working at Payless ShoeSource part-time for more than a year,"Perks , Discount , Shoes sales, East returns Nice people to work with",Stress to sell Overbearing management to meet goals,"5.0
★★★★★",Payless-ShoeSource
Wed Feb 12 2020 12:34:20 GMT+0900 (Korean Standard Time), Assistant Manager,"Seagoville, TX",Former Employee ,Payless employee,I worked at Payless ShoeSource part-time for more than 5 years,Flexible schedule and friendly staff,Employer to employee interaction could be better,"3.0
★★★★★",Payless-ShoeSource
Wed Feb 12 2020 15:11:37 GMT+0900 (Korean Standard Time), Retail Sales Associate,"Roseville, CA",Former Employee ,Good for temporary employment,I worked at Payless ShoeSource part-time for more than 3 years,If you work in a mall store you are constantly active and moving. You will probably have really lovely coworkers.,"Managers tend to be very pushy. You have to spend 5 minutes talking to the customer about the shoes and they will probably leave, because it sounds like you're a car salesman.","3.0
★★★★★",Payless-ShoeSource
Mon Feb 10 2020 09:22:36 GMT+0900 (Korean Standard Time), Store Leader,,Current Employee ,Retail,I have been working at Payless ShoeSource full-time for less than a year,Good store discount for employees,"Number oriented, no budget to have more then 2 people working","3.0
★★★★★",Payless-ShoeSource
Tue Jan 14 2020 20:06:56 GMT+0900 (Korean Standard Time), Sales Associate,"Midwest City, OK",Former Employee ,I wish there was more opportunities,I worked at Payless ShoeSource part-time for more than 3 years,I had the best manager.,Unorganized and not paid enough.,"4.0
★★★★★",Payless-ShoeSource
Tue Jan 28 2020 13:05:19 GMT+0900 (Korean Standard Time), Sales Associate,"Frederick, MD",Former Employee ,"Pretty good, just broing",I worked at Payless ShoeSource part-time for less than a year,Work was too easy discount was pretty good,customers basically expect the shoes to be free not enough customers to keep you busy and if your not constantly busy the managers get upset,"3.0
★★★★★",Payless-ShoeSource
Mon Jan 13 2020 18:09:53 GMT+0900 (Korean Standard Time), Key Holder,"Fort Myers, FL",Former Employee ,Decent,I worked at Payless ShoeSource part-time for more than 3 years,"Amazing manager, flexible hours, and chill environment.",Upper management doesn’t care about employees,"4.0
★★★★★",Payless-ShoeSource
Tue Jan 07 2020 11:36:43 GMT+0900 (Korean Standard Time), Sales Associate/Key Holder,,Former Employee ,It was a good job,I worked at Payless ShoeSource part-time for more than a year,Worked an average 20-25 hours a week 401k Benefit 30 min - 1 hour lunch depending how long you worked Coworkers,Not a lot of room for advancement Key Holder still got paid minimum wage,"4.0
★★★★★",Payless-ShoeSource
Sun Jan 19 2020 14:11:14 GMT+0900 (Korean Standard Time),,,Former Employee ,Sales,I worked at Payless ShoeSource part-time,"Fun, retail environment, good relationships with other employees","Low pay, long hours","3.0
★★★★★",Payless-ShoeSource
Sat Jan 18 2020 18:36:19 GMT+0900 (Korean Standard Time), Key Holder,"New York, NY",Former Employee ,"Looking back, wasn't too terrible",I worked at Payless ShoeSource part-time for more than a year,"I made a lot of friends that I'm still close with today, worked well with school.","Found out online that we were closing before the company told us. Management did not care about us. When the company started going downhill we were forced to take hour breaks. Raises weren't good no matter how hard you worked. Had to work the entire store by yourself some days, it was rough.","2.0
★★★★★",Payless-ShoeSource
Sat Jan 18 2020 03:51:58 GMT+0900 (Korean Standard Time), Sales Associate/Cashier,,Former Employee ,It's okay,I worked at Payless ShoeSource part-time for more than a year,Manager was down to earth,Some customers can be too rude,"3.0
★★★★★",Payless-ShoeSource
Wed Feb 05 2020 16:19:38 GMT+0900 (Korean Standard Time), District Manager,,Former Employee ,Great company in the past,I worked at Payless ShoeSource full-time for more than 3 years,Great place to work with previous Leadership,"No Job security , to many Leadership changes","1.0
★★★★★",Payless-ShoeSource
Tue Jan 07 2020 17:10:17 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,Large expected work load for little compensation,I worked at Payless ShoeSource part-time for more than 3 years,I had a wonderful boss who I am still in contact with today and I got discounts on products.,"Lots of times you work alone and are still expected to keep up sales, help customers, keep the store clean, and put product out. I worked multiple Saturdays in a row and many holidays without extra pay.","2.0
★★★★★",Payless-ShoeSource
Fri Jan 03 2020 11:31:25 GMT+0900 (Korean Standard Time), Sales Associate,"New York, NY",Former Employee ,Great,I worked at Payless ShoeSource part-time for more than a year,Nice Environement. Good manager. Lots of opportunity to learn,bad pay and long hour,"3.0
★★★★★",Payless-ShoeSource
Thu Dec 12 2019 12:54:03 GMT+0900 (Korean Standard Time),,,Former Employee ,Good Retail Environment,I worked at Payless ShoeSource part-time,Had a great manager with decent pay for a part-time retail store,Sad that it is no longer in business,"4.0
★★★★★",Payless-ShoeSource
Fri Dec 13 2019 07:55:39 GMT+0900 (Korean Standard Time),,, ,Not a bad place to work,I worked at Payless ShoeSource,You get experience doing multiple things,You usually have to do kind of a lot.,"4.0
★★★★★",Payless-ShoeSource
Fri Dec 06 2019 16:29:08 GMT+0900 (Korean Standard Time), Retail Sales Associate,,Former Employee ,wished it came back,I worked at Payless ShoeSource part-time,"good management, great girls who worked there, great prices",it closed all its stores down,"4.0
★★★★★",Payless-ShoeSource
Tue Dec 03 2019 20:31:16 GMT+0900 (Korean Standard Time), SMILES Leader,"Sacramento, CA",Former Employee ,"Best Job, A Shame it is gone",I worked at Payless ShoeSource part-time for more than a year,Best expeiernce everm. I had benefits and good salary,"Bankrupt. went out of business with no explanation or warning, found out the day of on facebook","5.0
★★★★★",Payless-ShoeSource
Mon Dec 02 2019 19:28:22 GMT+0900 (Korean Standard Time), Multi Store Manager,"North Chicago, IL",Former Employee ,I had great District Managers.,I worked at Payless ShoeSource full-time for more than 8 years,"Many of the pros was the benefits, and flexible schedules.","Lack of investment in technology to keep up with today s business environment. On top of that once a hedge funds started to invest, the company went bankrupt.","4.0
★★★★★",Payless-ShoeSource
Fri Dec 13 2019 08:40:39 GMT+0900 (Korean Standard Time), Sales Associate/Key Holder,,Former Employee ,Job Was Ok,I worked at Payless ShoeSource part-time,None that I can think of,A lot of work because they're aren't many people working in each store,"2.0
★★★★★",Payless-ShoeSource
Fri Nov 22 2019 12:52:04 GMT+0900 (Korean Standard Time), Assistant Store Leader,"Torrington, CT",Former Employee ,Payless Will Be Missed,I worked at Payless ShoeSource full-time for more than a year,"Flexible, Management, Felt like a Family, Opportunity, Fun",They went out of business,"5.0
★★★★★",Payless-ShoeSource
Fri Nov 22 2019 11:39:06 GMT+0900 (Korean Standard Time),,, ,Good but sad- reduction of work force due to bankruptcy.,I have been working at Payless ShoeSource,Nice people & plenty of flexibilityo,Moral is low and don’t know anyonyujj r,"4.0
★★★★★",Payless-ShoeSource
Thu Nov 21 2019 07:02:44 GMT+0900 (Korean Standard Time), Sales Associate/Cashier,"Odessa, TX",Former Employee ,Cashier,I worked at Payless ShoeSource part-time for less than a year,Great coworkers! Everyone was awesome!,There were none!it was a great work place,"5.0
★★★★★",Payless-ShoeSource
Tue Nov 19 2019 09:58:22 GMT+0900 (Korean Standard Time), Sales Representative,"Phoenix, AZ",Former Employee ,Former Payless Employee,I worked at Payless ShoeSource part-time for less than a year,"Learned how to resolved complaints promptly and professionally, maintained high standards of customer service during high-volume, fast-paced operations.","The work environment was not up to company standard but given that the foreclosure of the store was in progress, I understand the conditions.","4.0
★★★★★",Payless-ShoeSource
Tue Nov 12 2019 19:07:32 GMT+0900 (Korean Standard Time), Sales Associate,"Richmond, CA",Former Employee ,Worker of Payless shoesource,I worked at Payless ShoeSource full-time for more than a year,A great way to enter the world of foot fashion in an fordable way and able to communicate that to customers,No longer open for business.,"5.0
★★★★★",Payless-ShoeSource
Sun Nov 24 2019 14:35:15 GMT+0900 (Korean Standard Time), Key Holder,,Former Employee ,I hated this job,I worked at Payless ShoeSource part-time for more than a year,It was quiet and easy,Boring and redundant for the least,"3.0
★★★★★",Payless-ShoeSource
Sat Nov 16 2019 16:34:20 GMT+0900 (Korean Standard Time), Store Manager,"Sioux Falls, SD",Former Employee ,Not Surprising That The Company Tanked,I worked at Payless ShoeSource full-time for more than 5 years,Discount were good and the benefits were reasonable,"Expected a lot from their employees with very little gratitude. Store went from 300+ hours a week to 125, if lucky. Yet they expected all the work to get done. You would get the impression that they felt like you should work off the clock. We knew they were going when they wouldn't fix anything and you had to get permission to purchase item such as pens and even toilet paper.","2.0
★★★★★",Payless-ShoeSource
Fri Nov 01 2019 10:29:18 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,temporary employed,I worked at Payless ShoeSource part-time,temporary work easy Company closed store discounts good management,company closed worked weekends bad customers different tasks,"4.0
★★★★★",Payless-ShoeSource
Thu Nov 14 2019 18:14:15 GMT+0900 (Korean Standard Time), Cashier,,Former Employee ,pay,I worked at Payless ShoeSource part-time,meeting people for some time,shifts are not flexible to enjoy,"3.0
★★★★★",Payless-ShoeSource
Tue Nov 12 2019 17:59:20 GMT+0900 (Korean Standard Time), Manager,"Milwaukee, WI",Former Employee ,"Ok, for a short term opportunity",I worked at Payless ShoeSource full-time for more than 5 years,Extensive training in sales that you can take to any position.,"Long work hours, unrealistic expectations, poor pay, high turnover, stressful, low employee commitment.","2.0
★★★★★",Payless-ShoeSource
Tue Oct 29 2019 18:54:39 GMT+0900 (Korean Standard Time), Cashier,,Former Employee ,cashier,I worked at Payless ShoeSource part-time for less than a year,the job is easy. your selling shoe,the client is rude and their not a lot of direction,"3.0
★★★★★",Payless-ShoeSource
Wed Oct 23 2019 14:39:15 GMT+0900 (Korean Standard Time), Sales Associate,"Mount Pocono, PA",Former Employee ,Great as a starter job,I worked at Payless ShoeSource part-time for more than a year,Very easy Light Work Great Staff,"Customers
Pay wasn’t the best
Organization system was all messed up","3.0
★★★★★",Payless-ShoeSource
Wed Oct 23 2019 22:12:47 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,Sales,I worked at Payless ShoeSource full-time,Easy. Fast. Decent hours. Okay pay.,Unreliable upper management. Favoritism.,"3.0
★★★★★",Payless-ShoeSource
Sun Oct 06 2019 16:30:18 GMT+0900 (Korean Standard Time), Store Manager,"North Wales, PA",Former Employee ,"Very Ambitious, high energy, goal oriented person",I worked at Payless ShoeSource full-time for more than 8 years,The knowledge I learned at payless will stay with me the rest of my career due to it being so transferable to any career I go to. There core value in the customer and how to treat them and how to identify where the grey areas are when it comes to analyzing metrics. I could go on and on but I truly love all the knowledge I have learned with my 9 years of working with them.,The only real Con for me was and is for almost every retailer is hiring. My last location I was in was an overall hard location to hire. It was just the demographic .,"4.0
★★★★★",Payless-ShoeSource
Mon Oct 07 2019 14:48:00 GMT+0900 (Korean Standard Time), Group Leader,,Former Employee ,District manager on a smaller scale,I worked at Payless ShoeSource full-time,Great pay love the customers,Long hours working alone fast paste,"5.0
★★★★★",Payless-ShoeSource
Wed Oct 16 2019 10:39:55 GMT+0900 (Korean Standard Time), Sales Associate,"Queens Village, NY",Current Employee ,Decent company,I have been working at Payless ShoeSource part-time for less than a year,Good pay and flexible hours,Lack of growth within the company,"3.0
★★★★★",Payless-ShoeSource
Wed Oct 16 2019 18:57:59 GMT+0900 (Korean Standard Time), Store Manager,"Hinesville, GA",Former Employee ,Once Upon A Time,I worked at Payless ShoeSource full-time for more than 8 years,Benifits were extraordinary. Hours were good.,upper corp didn't have it together. Cost a great comp. to sink.,"3.0
★★★★★",Payless-ShoeSource
Tue Nov 05 2019 13:30:28 GMT+0900 (Korean Standard Time), Associate,,Current Employee ,One word: HORRIBLE,I have been working at Payless ShoeSource part-time for less than a year,You get great discounts on the shoes,"Everything. First off I only worked 3 hours A WEEK! Forced me to take a lunch break during my 3 hour shift. Then got threatened to be written up for being 2 minutes late. When I called in sick the day before, I was threatened to be written up because the other employees didn’t show up. Fast forward to my manager being notified that I was hospitalized that night for about 4 days. After getting some bs apology upon my return I just quit.","1.0
★★★★★",Payless-ShoeSource
Mon Nov 04 2019 15:51:16 GMT+0900 (Korean Standard Time), Store General Manager,,Former Employee ,Great place to shop,I worked at Payless ShoeSource full-time for more than 8 years,Small staff but great teamwork,Long hours for the manager,"1.0
★★★★★",Payless-ShoeSource
Fri Oct 11 2019 21:32:29 GMT+0900 (Korean Standard Time), Sales,,Former Employee ,I don’t know what to say,I worked at Payless ShoeSource part-time,"Short hours, flexible with schedule",Managers always seemed stressed about meeting goals but never did anything to contribute,"2.0
★★★★★",Payless-ShoeSource
Sat Nov 02 2019 06:26:22 GMT+0900 (Korean Standard Time), Assistant Store Leader,"Fort Lauderdale, FL",Former Employee ,Salary,I worked at Payless ShoeSource full-time for more than a year,They have a flexible schedule,You can work up to 10 hours by yourself because of payroll.,"1.0
★★★★★",Payless-ShoeSource
Fri Nov 01 2019 01:43:17 GMT+0900 (Korean Standard Time), Store Manager,"Des Moines, IA",Former Employee ,no brick and mortar stores left in usa,I worked at Payless ShoeSource full-time for more than 10 years,enjoy helping children find the perfect shoes,the micromanagement of customer journey was ridiculous,"1.0
★★★★★",Payless-ShoeSource
Wed Oct 09 2019 15:44:13 GMT+0900 (Korean Standard Time), Sales Associate,"Westminster, CA",Former Employee ,There's a reason they went under,I worked at Payless ShoeSource part-time for less than a year,"Flexible work schedule, and well thats pretty much it.",Expect so much from you with very little pay. You don't sell enough you get fewer hours.,"3.0
★★★★★",Payless-ShoeSource
Tue Oct 01 2019 12:36:22 GMT+0900 (Korean Standard Time), Sales Associate,"Canoga Park, CA",Former Employee ,Flexiable schedule,I worked at Payless ShoeSource part-time for more than a year,Flexible schedule which is great for college students,Maintaining numbers to reach a goal,"3.0
★★★★★",Payless-ShoeSource
Tue Sep 17 2019 17:13:20 GMT+0900 (Korean Standard Time), Retail Sales Associate,,Former Employee ,decent company,I worked at Payless ShoeSource part-time for less than a year,Employee relationships Employee discounts Management was good,Not anything for me to complain about,"4.0
★★★★★",Payless-ShoeSource
Fri Oct 18 2019 09:07:33 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,Money Hungry with Unrealistic Expectations,I worked at Payless ShoeSource full-time for less than a year,"Family friendly, nice atmosphere.","Corporate does not care about their employees. They give unrealistic expectations for work needing done in store with minimal people. They try to get you to work overtime for free, just to get the job done. If the job isn't done=in trouble, if you spend enough time to get the job done=in trouble. They don't provide enough money to management to allow them to schedule the right amount of people for a job. So it's chronically understaffed.","1.0
★★★★★",Payless-ShoeSource
Mon Sep 09 2019 06:45:05 GMT+0900 (Korean Standard Time), Sales Associate,"Kennesaw, GA",Current Employee ,Good Experience,I have been working at Payless ShoeSource part-time for more than 3 years,Good first job or fall-back job,Sometimes dealing with irritating coworkers and customers,"4.0
★★★★★",Payless-ShoeSource
Wed Sep 04 2019 15:45:49 GMT+0900 (Korean Standard Time), Key Holder,"Palmdale, CA",Former Employee ,Ehh,I worked at Payless ShoeSource part-time for more than a year,"If you are a good persuasive salesman you will do good, everything is about meeting the company numbers every hour and making sure you are selling to every single person. Had a lot of fun working with my coworkers.",They expect a lot for very little,"4.0
★★★★★",Payless-ShoeSource
Tue Sep 17 2019 12:57:27 GMT+0900 (Korean Standard Time), Group Leader,,Former Employee ,Was great until it wasn't,I worked at Payless ShoeSource full-time for more than 5 years,Great PTO and schedule flexibility,Did not care about work load or running a successful business after the company was bought by Alden Investment,"2.0
★★★★★",Payless-ShoeSource
Thu Sep 12 2019 16:31:22 GMT+0900 (Korean Standard Time), Sales Associate/Cashier,"Philadelphia, PA",Former Employee ,Payless Was a Great Company,I worked at Payless ShoeSource part-time for less than a year,"I worked with a great staff, and met new people everyday. It was a positive work environment, and was flexible with my school schedule.","There weren't many cons working at Payless, especially because I didn't work there for an extended period.","3.0
★★★★★",Payless-ShoeSource
Thu Aug 29 2019 09:01:42 GMT+0900 (Korean Standard Time), Sales Associate,"Philadelphia, PA",Former Employee ,"Nice Environment, Easy Work",I worked at Payless ShoeSource part-time for less than a year,The discounts were pretty good.,"Like any other retail job, you must stand for long hours.","4.0
★★★★★",Payless-ShoeSource
Fri Sep 27 2019 23:21:20 GMT+0900 (Korean Standard Time), Store Leader,,Former Employee ,Dont Work Here,I worked at Payless ShoeSource full-time,Nothing good about this company.,Very badly managed company with poor employer support .,"1.0
★★★★★",Payless-ShoeSource
Mon Aug 19 2019 22:22:33 GMT+0900 (Korean Standard Time), Assistant Manager,,Former Employee ,It was good while it lasted,I worked at Payless ShoeSource full-time for less than a year,Great people Flexible Easy work Discounts Good hours,Ridiculous Goals Customers Company Abuse of coupons Pay at first,"4.0
★★★★★",Payless-ShoeSource
Sat Aug 17 2019 16:09:45 GMT+0900 (Korean Standard Time), Store Manager,"Glendale, AZ",Former Employee ,Friendly To Customers,I worked at Payless ShoeSource full-time for more than a year,They tech you about the latest fashion trends for shoes. They also are very goal oriented to reach a particular standard of excellence for the customer.,"They often under valued their products for the price they were selling it at, as well as stacking coupons and and an unlimited amount of merchandise returns. Eventually, this caused them to not be able to keep up financially with the demands if competitor retailers, so it drive them out if business.","4.0
★★★★★",Payless-ShoeSource
Fri Aug 30 2019 01:55:16 GMT+0900 (Korean Standard Time), Sales Associate,"Poplar Bluff, MO",Former Employee ,It was---Okay!?,I worked at Payless ShoeSource full-time for more than a year,"The job itself was great. Great work to life balance. The customers, for the most part, were amazing. You were the first to see all of the new shipment and got to choose if you wanted anything first. My GM and SM were amazing!!! My SM became like family to me. The merchandise was very affordable.",The upper portion of management and corp SUCKS!!! They treat everyone below them like crap! The pay was honestly so low. No benefits unless you were offered it. The corp played faves and causes more issues than they ever helped.,"3.0
★★★★★",Payless-ShoeSource
Thu Aug 15 2019 20:31:09 GMT+0900 (Korean Standard Time), Store Manager,"Springfield, MO",Former Employee ,Good place to work before they closed,I worked at Payless ShoeSource full-time for more than 5 years,"Pay was decent, co-workers were awesome, benefits were okay.",All Payless stores closed in June 2019,"5.0
★★★★★",Payless-ShoeSource
Wed Aug 28 2019 16:38:26 GMT+0900 (Korean Standard Time), Store Leader,"Newport, RI",Current Employee ,review,I have been working at Payless ShoeSource full-time for more than 5 years,discounts were great and can be a fun work environment,"work/life balance, pressure to sign up customers for coupons, working alone","3.0
★★★★★",Payless-ShoeSource
Tue Aug 27 2019 18:00:54 GMT+0900 (Korean Standard Time), Sales Representative,"Compton, CA",Former Employee ,Only part time,I worked at Payless ShoeSource part-time for more than 3 years,"Fun environment, got to meet great coworkers.","They put a lot of pressure in sales with no commissions could become stressful. 
Only part time unless your a manager.","3.0
★★★★★",Payless-ShoeSource
Wed Aug 07 2019 13:33:07 GMT+0900 (Korean Standard Time), ASM,,Former Employee ,OKay,I worked at Payless ShoeSource full-time for more than 3 years,"nice environment, flexible hours, great store level staff",Upper management on district/ corporate level was horrible,"4.0
★★★★★",Payless-ShoeSource
Thu Aug 08 2019 06:13:02 GMT+0900 (Korean Standard Time), Store Leader,"Fairlawn, OH",Former Employee ,Former Payless manager,I worked at Payless ShoeSource full-time for more than 10 years,good pay and good benefits,long hours / very little payroll to work with to staff stores,"4.0
★★★★★",Payless-ShoeSource
Wed Aug 21 2019 06:54:39 GMT+0900 (Korean Standard Time), Sales Associate,,Former Employee ,Mediocre,I worked at Payless ShoeSource part-time for less than a year,"The staff was friendly
Customers were overall pretty nice","Very tiring
extremely unorganized
lots of work","3.0
★★★★★",Payless-ShoeSource
